id,名称,描述,开发备注,图标,不知道,不知道,类型,类型名[text],不知道,星级,不知道,不知道,获取方式,不知道
55002,550020,550021,550022,sprite/shejiao/icon/item_55002.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550023,0,0,0,0,,0
55003,550030,550031,550032,sprite/shejiao/icon/item_55003.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550033,0,0,0,0,,0
55004,550040,550041,550042,sprite/shejiao/icon/item_55004.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550043,0,0,0,0,,0
55005,550050,550051,550052,sprite/shejiao/icon/item_55005.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550053,0,0,0,0,,0
55006,550060,550061,550062,sprite/shejiao/icon/item_55006.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550063,0,0,0,0,,0
55007,550070,550071,550072,sprite/shejiao/icon/item_55007.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550073,0,0,0,0,,0
55008,550080,550081,550082,sprite/shejiao/icon/item_55008.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550083,0,0,0,0,,0
55009,550090,550091,550092,sprite/shejiao/icon/item_55009.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550093,0,0,0,0,,0
55010,550100,550101,550102,sprite/shejiao/icon/item_55010.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550103,0,0,0,0,,0
55011,550110,550111,550112,sprite/shejiao/icon/item_55011.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550113,0,0,0,0,,0
55012,550120,550121,550122,sprite/shejiao/icon/item_55012.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550123,0,0,0,0,,0
55013,550130,550131,550132,sprite/shejiao/icon/item_55013.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550133,0,0,0,0,,0
55014,550140,550141,550142,sprite/shejiao/icon/item_55014.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550143,0,0,0,0,,0
55015,550150,550151,550152,sprite/shejiao/icon/item_55015.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550153,0,0,0,0,,0
55016,550160,550161,550162,sprite/shejiao/icon/item_55016.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550163,0,0,0,0,,0
55017,550170,550171,550172,sprite/shejiao/icon/item_55017.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550173,0,0,0,0,,0
55018,550180,550181,550182,sprite/shejiao/icon/item_55018.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550183,0,0,0,0,,0
55019,550190,550191,550192,sprite/shejiao/icon/item_55019.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550193,0,0,0,0,,0
55020,550200,550201,550202,sprite/shejiao/icon/item_55020.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550203,0,0,0,0,,0
55021,550210,550211,550212,sprite/shejiao/icon/item_55021.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550213,0,0,0,0,,0
55022,550220,550221,550222,sprite/shejiao/icon/item_55022.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550223,0,0,0,0,,0
55023,550230,550231,550232,sprite/shejiao/icon/item_55023.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550233,0,0,0,0,,0
55024,550240,550241,550242,sprite/shejiao/icon/item_55024.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550243,0,0,0,0,,0
55025,550250,550251,550252,sprite/shejiao/icon/item_55025.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550253,0,0,0,0,,0
55026,550260,550261,550262,sprite/shejiao/icon/item_55026.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550263,0,0,0,0,,0
55027,550270,550271,550272,sprite/shejiao/icon/item_55027.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550273,0,0,0,0,,0
55028,550280,550281,550282,sprite/shejiao/icon/item_55028.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550283,0,0,0,0,,0
55029,550290,550291,550292,sprite/shejiao/icon/item_55029.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550293,0,0,0,0,,0
55030,550300,550301,550302,sprite/shejiao/icon/item_55030.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550303,0,0,0,0,,0
55031,550310,550311,550312,sprite/shejiao/icon/item_55031.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550313,0,0,0,0,,0
55032,550320,550321,550322,sprite/shejiao/icon/item_55032.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550323,0,0,0,0,,0
55033,550330,550331,550332,sprite/shejiao/icon/item_55033.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550333,0,0,0,0,,0
55034,550340,550341,550342,sprite/shejiao/icon/item_55034.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550343,0,0,0,0,,0
55035,550350,550351,550352,sprite/shejiao/icon/item_55035.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550353,0,0,0,0,,0
55036,550360,550361,550362,sprite/shejiao/icon/item_55036.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550363,0,0,0,0,,0
55037,550370,550371,550372,sprite/shejiao/icon/item_55037.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550373,0,0,0,0,,0
55038,550380,550381,550382,sprite/shejiao/icon/item_55038.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550383,0,0,0,0,,0
55039,550390,550391,550392,sprite/shejiao/icon/item_55039.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550393,0,0,0,0,,0
55040,550400,550401,550402,sprite/shejiao/icon/item_55040.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550403,0,0,0,0,,0
55041,550410,550411,550412,sprite/shejiao/icon/item_55041.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550413,0,0,0,0,,0
55042,550420,550421,550422,sprite/shejiao/icon/item_55042.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550423,0,0,0,0,,0
55043,550430,550431,550432,sprite/shejiao/icon/item_55043.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550433,0,0,0,0,,0
55044,550440,550441,550442,sprite/shejiao/icon/item_55044.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550443,0,0,0,0,,0
55045,550450,550451,550452,sprite/shejiao/icon/item_55045.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550453,0,0,0,0,,0
55046,550460,550461,550462,sprite/shejiao/icon/item_55046.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550463,0,0,0,0,,0
55047,550470,550471,550472,sprite/shejiao/icon/item_55047.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550473,0,0,0,0,,0
55048,550480,550481,550482,sprite/shejiao/icon/item_55048.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550483,0,0,0,0,,0
55049,550490,550491,550492,sprite/shejiao/icon/item_55049.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550493,0,0,0,0,,0
55050,550500,550501,550502,sprite/shejiao/icon/item_55050.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550503,0,0,0,0,,0
55051,550510,550511,550512,sprite/shejiao/icon/item_55051.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550513,0,0,0,0,,0
55052,550520,550521,550522,sprite/shejiao/icon/item_55052.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550523,0,0,0,0,,0
55053,550530,550531,550532,sprite/shejiao/icon/item_55053.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550533,0,0,0,0,,0
55054,550540,550541,550542,sprite/shejiao/icon/item_55054.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550543,0,0,0,0,,0
55055,550550,550551,550552,sprite/shejiao/icon/item_55055.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550553,0,0,0,0,,0
55056,550560,550561,550562,sprite/shejiao/icon/item_55056.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550563,0,0,0,0,,0
55057,550570,550571,550572,sprite/shejiao/icon/item_55057.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550573,0,0,0,0,,0
55058,550580,550581,550582,sprite/shejiao/icon/item_55058.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550583,0,0,0,0,,0
55059,550590,550591,550592,sprite/shejiao/icon/item_55059.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550593,0,0,0,0,,0
55060,550600,550601,550602,sprite/shejiao/icon/item_55060.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550603,0,0,0,0,,0
55061,550610,550611,550612,sprite/shejiao/icon/item_55061.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550613,0,0,0,0,,0
55062,550620,550621,550622,sprite/shejiao/icon/item_55062.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550623,0,0,0,0,,0
55063,550630,550631,550632,sprite/shejiao/icon/item_55063.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550633,0,0,0,0,,0
55064,550640,550641,550642,sprite/shejiao/icon/item_55064.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550643,0,0,0,0,,0
55065,550650,550651,550652,sprite/shejiao/icon/item_55065.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550653,0,0,0,0,,0
55066,550660,550661,550662,sprite/shejiao/icon/item_55066.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550663,0,0,0,0,,0
55067,550670,550671,550672,sprite/shejiao/icon/item_55067.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550673,0,0,0,0,,0
55068,550680,550681,550682,sprite/shejiao/icon/item_55068.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550683,0,0,0,0,,0
55069,550690,550691,550692,sprite/shejiao/icon/item_55069.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550693,0,0,0,0,,0
55070,550700,550701,550702,sprite/shejiao/icon/item_55070.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550703,0,0,0,0,,0
55071,550710,550711,550712,sprite/shejiao/icon/item_55071.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550713,0,0,0,0,,0
55072,550720,550721,550722,sprite/shejiao/icon/item_55072.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550723,0,0,0,0,,0
55073,550730,550731,550732,sprite/shejiao/icon/item_55073.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550733,0,0,0,0,,0
55074,550740,550741,550742,sprite/shejiao/icon/item_55074.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550743,0,0,0,0,,0
55075,550750,550751,550752,sprite/shejiao/icon/item_55075.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550753,0,0,0,0,,0
55076,550760,550761,550762,sprite/shejiao/icon/item_55076.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550763,0,0,0,0,,0
55077,550770,550771,550772,sprite/shejiao/icon/item_55077.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550773,0,0,0,0,,0
55078,550780,550781,550782,sprite/shejiao/icon/item_55078.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550783,0,0,0,0,,0
55079,550790,550791,550792,sprite/shejiao/icon/item_55079.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550793,0,0,0,0,,0
55080,550800,550801,550802,sprite/shejiao/icon/item_55080.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550803,0,0,0,0,,0
55081,550810,550811,550812,sprite/shejiao/icon/item_55081.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550813,0,0,0,0,,0
55082,550820,550821,550822,sprite/shejiao/icon/item_55082.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550823,0,0,0,0,,0
55083,550830,550831,550832,sprite/shejiao/icon/item_55083.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550833,0,0,0,0,,0
55084,550840,550841,550842,sprite/shejiao/icon/item_55084.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550843,0,0,0,0,,0
55085,550850,550851,550852,sprite/shejiao/icon/item_55085.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550853,0,0,0,0,,0
55086,550860,550861,550862,sprite/shejiao/icon/item_55086.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550863,0,0,0,0,,0
55087,550870,550871,550872,sprite/shejiao/icon/item_55087.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550873,0,0,0,0,,0
55088,550880,550881,550882,sprite/shejiao/icon/item_55088.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550883,0,0,0,0,,0
55089,550890,550891,550892,sprite/shejiao/icon/item_55089.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550893,0,0,0,0,,0
55090,550900,550901,550902,sprite/shejiao/icon/item_55090.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550903,0,0,0,0,,0
55091,550910,550911,550912,sprite/shejiao/icon/item_55091.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550913,0,0,0,0,,0
55092,550920,550921,550922,sprite/shejiao/icon/item_55092.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550923,0,0,0,0,,0
55093,550930,550931,550932,sprite/shejiao/icon/item_55093.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550933,0,0,0,0,,0
55094,550940,550941,550942,sprite/shejiao/icon/item_55094.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550943,0,0,0,0,,0
55095,550950,550951,550952,sprite/shejiao/icon/item_55095.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550953,0,0,0,0,,0
55096,550960,550961,550962,sprite/shejiao/icon/item_55096.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550963,0,0,0,0,,0
55097,550970,550971,550972,sprite/shejiao/icon/item_55097.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550973,0,0,0,0,,0
55098,550980,550981,550982,sprite/shejiao/icon/item_55098.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550983,0,0,0,0,,0
55099,550990,550991,550992,sprite/shejiao/icon/item_55099.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,550993,0,0,0,0,,0
55100,551000,551001,551002,sprite/shejiao/icon/item_55100.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551003,0,0,0,0,,0
55101,551010,551011,551012,sprite/shejiao/icon/item_55101.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551013,0,0,0,0,,0
55102,551020,551021,551022,sprite/shejiao/icon/item_55102.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551023,0,0,0,0,,0
55103,551030,551031,551032,sprite/shejiao/icon/item_55103.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551033,0,0,0,0,,0
55104,551040,551041,551042,sprite/shejiao/icon/item_55104.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551043,0,0,0,0,,0
55105,551050,551051,551052,sprite/shejiao/icon/item_55105.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551053,0,0,0,0,,0
55106,551060,551061,551062,sprite/shejiao/icon/item_55106.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551063,0,0,0,0,,0
55107,551070,551071,551072,sprite/shejiao/icon/item_55107.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551073,0,0,0,0,,0
55108,551080,551081,551082,sprite/shejiao/icon/item_55108.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551083,0,0,0,0,,0
55109,551090,551091,551092,sprite/shejiao/icon/item_55109.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551093,0,0,0,0,,0
55110,551100,551101,551102,sprite/shejiao/icon/item_55110.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551103,0,0,0,0,,0
55111,551110,551111,551112,sprite/shejiao/icon/item_55111.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551113,0,0,0,0,,0
55112,551120,551121,551122,sprite/shejiao/icon/item_55112.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551123,0,0,0,0,,0
55113,551130,551131,551132,sprite/shejiao/icon/item_55113.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551133,0,0,0,0,,0
55114,551140,551141,551142,sprite/shejiao/icon/item_55114.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551143,0,0,0,0,,0
55115,551150,551151,551152,sprite/shejiao/icon/item_55115.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551153,0,0,0,0,,0
55116,551160,551161,551162,sprite/shejiao/icon/item_55116.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551163,0,0,0,0,,0
55117,551170,551171,551172,sprite/shejiao/icon/item_55117.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551173,0,0,0,0,,0
55118,551180,551181,551182,sprite/shejiao/icon/item_55118.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551183,0,0,0,0,,0
55119,551190,551191,551192,sprite/shejiao/icon/item_55119.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551193,0,0,0,0,,0
55120,551200,551201,551202,sprite/shejiao/icon/item_55120.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551203,0,0,0,0,,0
55121,551210,551211,551212,sprite/shejiao/icon/item_55121.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551213,0,0,0,0,,0
55122,551220,551221,551222,sprite/shejiao/icon/item_55122.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551223,0,0,0,0,,0
55123,551230,551231,551232,sprite/shejiao/icon/item_55123.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551233,0,0,0,0,,0
55124,551240,551241,551242,sprite/shejiao/icon/item_55124.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551243,0,0,0,0,,0
55125,551250,551251,551252,sprite/shejiao/icon/item_55125.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551253,0,0,0,0,,0
55126,551260,551261,551262,sprite/shejiao/icon/item_55126.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551263,0,0,0,0,,0
55127,551270,551271,551272,sprite/shejiao/icon/item_55127.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551273,0,0,0,0,,0
55128,551280,551281,551282,sprite/shejiao/icon/item_55128.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551283,0,0,0,0,,0
55129,551290,551291,551292,sprite/shejiao/icon/item_55129.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551293,0,0,0,0,,0
55130,551300,551301,551302,sprite/shejiao/icon/item_55130.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551303,0,0,0,0,,0
55131,551310,551311,551312,sprite/shejiao/icon/item_55131.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551313,0,0,0,0,,0
55132,551320,551321,551322,sprite/shejiao/icon/item_55132.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551323,0,0,0,0,,0
55133,551330,551331,551332,sprite/shejiao/icon/item_55133.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551333,0,0,0,0,,0
55134,551340,551341,551342,sprite/shejiao/icon/item_55134.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551343,0,0,0,0,,0
55135,551350,551351,551352,sprite/shejiao/icon/item_55135.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551353,0,0,0,0,,0
55136,551360,551361,551362,sprite/shejiao/icon/item_55136.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551363,0,0,0,0,,0
55137,551370,551371,551372,sprite/shejiao/icon/item_55137.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551373,0,0,0,0,,0
55138,551380,551381,551382,sprite/shejiao/icon/item_55138.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551383,0,0,0,0,,0
55139,551390,551391,551392,sprite/shejiao/icon/item_55139.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551393,0,0,0,0,,0
55140,551400,551401,551402,sprite/shejiao/icon/item_55140.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551403,0,0,0,0,,0
55141,551410,551411,551412,sprite/shejiao/icon/item_55141.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551413,0,0,0,0,,0
55142,551420,551421,551422,sprite/shejiao/icon/item_55142.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551423,0,0,0,0,,0
55143,551430,551431,551432,sprite/shejiao/icon/item_55143.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551433,0,0,0,0,,0
55144,551440,551441,551442,sprite/shejiao/icon/item_55144.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551443,0,0,0,0,,0
55145,551450,551451,551452,sprite/shejiao/icon/item_55145.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551453,0,0,0,0,,0
55146,551460,551461,551462,sprite/shejiao/icon/item_55146.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551463,0,0,0,0,,0
55147,551470,551471,551472,sprite/shejiao/icon/item_55147.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551473,0,0,0,0,,0
55148,551480,551481,551482,sprite/shejiao/icon/item_55148.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551483,0,0,0,0,,0
55149,551490,551491,551492,sprite/shejiao/icon/item_55149.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,551493,0,0,0,0,,0
55500,555000,555001,555002,sprite/shejiao/icon/item_55500.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555003,0,0,0,0,,0
55501,555010,555011,555012,sprite/shejiao/icon/item_55501.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555013,0,0,0,0,,0
55502,555020,555021,555022,sprite/shejiao/icon/item_55502.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555023,0,0,0,0,,0
55503,555030,555031,555032,sprite/shejiao/icon/item_55503.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555033,0,0,0,0,,0
55504,555040,555041,555042,sprite/shejiao/icon/item_55504.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555043,0,0,0,0,,0
55505,555050,555051,555052,sprite/shejiao/icon/item_55505.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555053,0,0,0,0,,0
55506,555060,555061,555062,sprite/shejiao/icon/item_55506.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555063,0,0,0,0,,0
55507,555070,555071,555072,sprite/shejiao/icon/item_55507.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555073,0,0,0,0,,0
55508,555080,555081,555082,sprite/shejiao/icon/item_55508.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555083,0,0,0,0,,0
55509,555090,555091,555092,sprite/shejiao/icon/item_55509.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555093,0,0,0,0,,0
55510,555100,555101,555102,sprite/shejiao/icon/item_55510.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555103,0,0,0,0,,0
55511,555110,555111,555112,sprite/shejiao/icon/item_55511.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555113,0,0,0,0,,0
55512,555120,555121,555122,sprite/shejiao/icon/item_55512.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555123,0,0,0,0,,0
55513,555130,555131,555132,sprite/shejiao/icon/item_55513.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555133,0,0,0,0,,0
55514,555140,555141,555142,sprite/shejiao/icon/item_55514.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555143,0,0,0,0,,0
55515,555150,555151,555152,sprite/shejiao/icon/item_55515.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555153,0,0,0,0,,0
55516,555160,555161,555162,sprite/shejiao/icon/item_55516.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555163,0,0,0,0,,0
55517,555170,555171,555172,sprite/shejiao/icon/item_55517.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555173,0,0,0,0,,0
55518,555180,555181,555182,sprite/shejiao/icon/item_55518.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555183,0,0,0,0,,0
55519,555190,555191,555192,sprite/shejiao/icon/item_55519.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555193,0,0,0,0,,0
55520,555200,555201,555202,sprite/shejiao/icon/item_55520.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555203,0,0,0,0,,0
55521,555210,555211,555212,sprite/shejiao/icon/item_55521.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555213,0,0,0,0,,0
55522,555220,555221,555222,sprite/shejiao/icon/item_55522.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555223,0,0,0,0,,0
55523,555230,555231,555232,sprite/shejiao/icon/item_55523.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555233,0,0,0,0,,0
55524,555240,555241,555242,sprite/shejiao/icon/item_55524.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555243,0,0,0,0,,0
55525,555250,555251,555252,sprite/shejiao/icon/item_55525.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555253,0,0,0,0,,0
55526,555260,555261,555262,sprite/shejiao/icon/item_55526.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555263,0,0,0,0,,0
55527,555270,555271,555272,sprite/shejiao/icon/item_55527.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555273,0,0,0,0,,0
55528,555280,555281,555282,sprite/shejiao/icon/item_55528.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555283,0,0,0,0,,0
55529,555290,555291,555292,sprite/shejiao/icon/item_55529.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555293,0,0,0,0,,0
55530,555300,555301,555302,sprite/shejiao/icon/item_55530.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555303,0,0,0,0,,0
55531,555310,555311,555312,sprite/shejiao/icon/item_55531.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555313,0,0,0,0,,0
55532,555320,555321,555322,sprite/shejiao/icon/item_55532.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555323,0,0,0,0,,0
55533,555330,555331,555332,sprite/shejiao/icon/item_55533.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555333,0,0,0,0,,0
55534,555340,555341,555342,sprite/shejiao/icon/item_55534.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555343,0,0,0,0,,0
55535,555350,555351,555352,sprite/shejiao/icon/item_55535.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,555353,0,0,0,0,,0
55800,558000,558001,558002,sprite/shejiao/icon/item_55800.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558003,0,0,0,0,,0
55801,558010,558011,558012,sprite/shejiao/icon/item_55801.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558013,0,0,0,0,,0
55802,558020,558021,558022,sprite/shejiao/icon/item_55802.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558023,0,0,0,0,,0
55803,558030,558031,558032,sprite/shejiao/icon/item_55803.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558033,0,0,0,0,,0
55804,558040,558041,558042,sprite/shejiao/icon/item_55804.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558043,0,0,0,0,,0
55805,558050,558051,558052,sprite/shejiao/icon/item_55805.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558053,0,0,0,0,,0
55806,558060,558061,558062,sprite/shejiao/icon/item_55806.png,sprite/common/common/icon/coin/coin_jinbi.png,0,14,558063,0,0,0,0,,0
