id,标题,描述,备注,主支线,不知道,No.,发布人,不知道,不知道,不知道,不知道,不知道,不知道,任务内容,数量,需求,需求2,主要奖励,下个解锁[task],金币奖励,影响力奖励,不知道,不知道,不知道,不知道,不知道,不知道,不知道
6000119,60001190,60001191,60001192,1,0,143,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,91483,0,2000142,[6000120],500,50,0,0,409|9148,0,,,
6000120,60001200,60001201,60001202,1,0,144,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000143,[6000121],500,50,0,0,419|0,0,,,
6000121,60001210,60001211,60001212,1,0,145,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000144,[6000122],500,50,0,0,409|5100000,0,,,
6000122,60001220,60001221,60001222,1,0,146,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,65,0,0,2000145,[6000123],500,50,0,0,421|0,0,,,
6000123,60001230,60001231,60001232,1,0,147,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,10000,0,0,2000146,[6000124],500,50,0,0,410|0,0,,,
6000124,60001240,60001241,60001242,1,0,148,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,3,7000009,0,2000147,[6000125],500,50,0,0,,7000009,,,
6000125,60001250,60001251,60001252,1,0,149,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,118,418|0,0,128,6,7010,0,2000148,[6000126],500,50,0,0,407|0,0,,,
6000126,60001260,60001261,60001262,1,0,150,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,118,,,418|0,0,110,3,5,0,2000149,[6001024],500,50,0,0,406|5,0,,,
6000127,60001270,60001271,60001272,1,0,152,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,70000,0,0,2000151,[6001025],500,50,0,0,422|0,0,,,
6000128,60001280,60001281,60001282,1,0,158,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,119,,,418|0,0,116,10,0,0,2000157,[6000129],500,50,0,0,409|0,0,,,
6000129,60001290,60001291,60001292,1,0,159,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000158,[6000130],500,50,0,0,419|0,0,,,
6000130,60001300,60001301,60001302,1,0,160,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,90403,0,2000159,[6000131],500,50,0,0,409|9040,0,,,
6000131,60001310,60001311,60001312,1,0,161,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,75,0,0,2000160,[6000132],500,50,0,0,421|0,0,,,
6000132,60001320,60001321,60001322,1,0,162,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,90343,0,2000161,[6000133],500,50,0,0,409|9034,0,,,
6000133,60001330,60001331,60001332,1,0,163,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000162,[6001030],500,50,0,0,412|0,0,,,
6000134,60001340,60001341,60001342,1,0,169,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,3,7000010,0,2000168,[6001035],500,50,0,0,,7000010,,,
6000136,60001360,60001361,60001362,1,0,171,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9016,0,2000170,[6000137],500,50,0,0,422|0,0,,,
6000137,60001370,60001371,60001372,1,0,172,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000171,[6000138],500,50,0,0,410|0,0,,,
6000138,60001380,60001381,60001382,1,0,173,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,7,0,2000172,[6001036],500,50,0,0,406|7,0,,,
6000139,60001390,60001391,60001392,1,0,175,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000174,[6000140],500,50,0,0,419|0,0,,,
6000140,60001400,60001401,60001402,1,0,176,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,3,0,2000175,[6000141],500,50,0,0,407|0,0,,,
6000141,60001410,60001411,60001412,1,0,177,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,120,418|0,0,143,1,0,0,2000176,[6000142],500,50,0,0,412|0,0,,,
6000142,60001420,60001421,60001422,1,0,178,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,120,,,418|0,0,128,20,1008,0,2000177,[6000143],500,50,0,0,406|4,0,,,
6000143,60001430,60001431,60001432,1,0,179,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,85,0,0,2000178,[6000144],500,50,0,0,421|0,0,,,
6000144,60001440,60001441,60001442,1,0,180,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,91193,0,2000179,[6001037],500,50,0,0,409|0,0,,,
6000145,60001450,60001451,60001452,1,0,186,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000010,0,2000185,[6000146],500,50,0,0,,7000010,,,
6000146,60001460,60001461,60001462,1,0,187,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,15,0,0,2000186,[6000147],500,50,0,0,409|0,0,,,
6000147,60001470,60001471,60001472,1,0,188,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,55,0,0,2000187,[6000148],500,50,0,0,422|0,0,,,
6000148,60001480,60001481,60001482,1,0,189,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7013,0,2000188,[6000149],500,50,0,0,407|0,0,,,
6000149,60001490,60001491,60001492,1,0,190,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,121,418|0,0,148,1,0,0,2000189,[6000150],500,50,0,0,419|0,0,,,
6000150,60001500,60001501,60001502,1,0,191,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,121,,,418|0,0,161,1,5100000,0,2000190,[6000151],500,50,0,0,440|5100000,0,,,
6000151,60001510,60001511,60001512,1,0,192,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,20000,0,0,2000191,[6000152],500,50,0,0,410|0,0,,,
6000152,60001520,60001521,60001522,1,0,193,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,4,2,0,2000192,[6001042],500,50,0,0,406|2,0,,,
6000153,60001530,60001531,60001532,1,0,195,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000194,[6000154],500,50,0,0,412|0,0,,,
6000154,60001540,60001541,60001542,1,0,196,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000011,0,2000195,[6000155],500,50,0,0,,7000011,,,
6000155,60001550,60001551,60001552,1,0,197,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,3,5,0,2000196,[6000156],500,50,0,0,407|0,0,,,
6000156,60001560,60001561,60001562,1,0,198,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,122,418|0,0,136,5,91383,0,2000197,[6000157],500,50,0,0,409|9138,0,,,
6000157,60001570,60001571,60001572,1,0,199,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,122,,,418|0,0,161,1,5100001,0,2000198,[6000158],500,50,0,0,440|5100001,0,,,
6000158,60001580,60001581,60001582,1,0,200,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,100000,0,0,2000199,[6000159],500,50,0,0,422|0,0,,,
6000159,60001590,60001591,60001592,1,0,201,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,100,0,0,2000200,[6000160],500,50,0,0,421|0,0,,,
6000160,60001600,60001601,60001602,1,0,202,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000201,[6000161],500,50,0,0,419|0,0,,,
6000161,60001610,60001611,60001612,1,0,203,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,14400,2,0,2000202,[6000162],500,50,0,0,406|2,0,,,
6000162,60001620,60001621,60001622,1,0,204,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000203,[6000163],500,50,0,0,410|0,0,,,
6000163,60001630,60001631,60001632,1,0,205,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000008,0,2000204,[6000164],500,50,0,0,,7000008,,,
6000164,60001640,60001641,60001642,1,0,206,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,123,418|0,0,136,5,90083,0,2000205,[6000165],500,50,0,0,409|9008,0,,,
6000165,60001650,60001651,60001652,1,0,207,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,123,,124,418|0,0,109,60,0,0,2000206,[6001043],500,50,0,0,422|0,0,,,
6000166,60001660,60001661,60001662,1,0,209,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000208,[6000167],500,50,0,0,412|0,0,,,
6000167,60001670,60001671,60001672,1,0,210,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7011,0,2000209,[6000168],500,50,0,0,407|0,0,,,
6000168,60001680,60001681,60001682,1,0,211,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000210,[6000169],500,50,0,0,419|0,0,,,
6000169,60001690,60001691,60001692,1,0,212,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,161,1,5100002,0,2000211,[6000170],500,50,0,0,440|5100002,0,,,
6000170,60001700,60001701,60001702,1,0,213,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,8,0,2000212,[6000171],500,50,0,0,406|0,0,,,
6000171,60001710,60001711,60001712,1,0,214,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,110,0,0,2000213,[6000172],500,50,0,0,421|0,0,,,
6000172,60001720,60001721,60001722,1,0,215,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000006,0,2000214,[6000173],500,50,0,0,,7000006,,,
6000173,60001730,60001731,60001732,1,0,216,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,15,90533,0,2000215,[6000174],500,50,0,0,409|9053,0,,,
6000174,60001740,60001741,60001742,1,0,217,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,8,0,2000216,[6000175],500,50,0,0,407|0,0,,,
6000175,60001750,60001751,60001752,1,0,218,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000217,[6000176],500,50,0,0,419|0,0,,,
6000176,60001760,60001761,60001762,1,0,219,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000218,[6001044],500,50,0,0,410|0,0,,,
6000177,60001770,60001771,60001772,1,0,221,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,125,418|0,0,143,1,0,0,2000220,[6000178],500,50,0,0,412|0,0,,,
6000178,60001780,60001781,60001782,1,0,222,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,125,,,418|0,0,158,150000,0,0,2000221,[6000179],500,50,0,0,422|0,0,,,
6000179,60001790,60001791,60001792,1,0,223,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,20,0,0,2000222,[6000180],500,50,0,0,409|0,0,,,
6000180,60001800,60001801,60001802,1,0,224,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,2,0,2000223,[6001045],500,50,0,0,406|2,0,,,
6000181,60001810,60001811,60001812,1,0,226,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,15,90093,0,2000225,[6000182],500,50,0,0,409|0,0,,,
6000182,60001820,60001821,60001822,1,0,227,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7012,0,2000226,[6000183],500,50,0,0,407|0,0,,,
6000183,60001830,60001831,60001832,1,0,228,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,68,0,0,2000227,[6000184],500,50,0,0,422|0,0,,,
6000184,60001840,60001841,60001842,1,0,229,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000228,[6000185],500,50,0,0,412|0,0,,,
6000185,60001850,60001851,60001852,1,0,230,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1023,0,2000229,[6000186],500,50,0,0,406|7,0,,,
6000186,60001860,60001861,60001862,1,0,231,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9116,0,2000230,[6000187],500,50,0,0,422|116,0,,,
6000187,60001870,60001871,60001872,1,0,232,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,2000231,[6000188],500,50,0,0,406|0,0,,,
6000188,60001880,60001881,60001882,1,0,233,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,20,90733,0,2000232,[6000189],500,200,0,0,409|9073,0,,,
6000189,60001890,60001891,60001892,1,0,234,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,126,418|0,0,122,5,2,0,2000233,[6000190],500,200,0,0,406|2,0,,,
6000190,60001900,60001901,60001902,1,0,235,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,126,,,418|0,0,128,6,7008,0,2000234,[6000191],500,200,0,0,407|0,0,,,
6000191,60001910,60001911,60001912,1,0,236,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000004,0,2000235,[6001046],500,200,0,0,,7000004,,,
6000192,60001920,60001921,60001922,1,0,238,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,4,1,0,2000237,[6000193],500,200,0,0,407|0,0,,,
6000193,60001930,60001931,60001932,1,0,239,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,200000,0,0,2000238,[6000194],500,200,0,0,422|0,0,,,
6000194,60001940,60001941,60001942,1,0,240,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,1,0,2000239,[6001047],500,200,0,0,406|1,0,,,
6000195,60001950,60001951,60001952,1,0,242,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9086,0,2000241,[6000196],500,200,0,0,422|0,0,,,
6000196,60001960,60001961,60001962,1,0,243,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000242,[6000197],500,200,0,0,419|0,0,,,
6000197,60001970,60001971,60001972,1,0,244,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7017,0,2000243,[6000198],500,200,0,0,407|0,0,,,
6000198,60001980,60001981,60001982,1,0,245,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9088,0,2000244,[6000199],500,200,0,0,422|0,0,,,
6000199,60001990,60001991,60001992,1,0,246,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1026,0,2000245,[6000200],500,200,0,0,406|8,0,,,
6000200,60002000,60002001,60002002,1,0,247,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,3,0,2000246,[6001048],500,200,0,0,406|3,0,,,
6000201,60002010,60002011,60002012,1,0,250,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000249,[6000202],500,200,0,0,412|0,0,,,
6000202,60002020,60002021,60002022,1,0,251,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,2000250,[6000203],500,200,0,0,406|0,0,,,
6000203,60002030,60002031,60002032,1,0,252,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,30000,0,0,2000251,[6000204],500,200,0,0,410|0,0,,,
6000204,60002040,60002041,60002042,1,0,253,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,4,5,0,2000252,[6000205],500,200,0,0,407|0,0,,,
6000205,60002050,60002051,60002052,1,0,254,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,10,0,0,2000253,[6001050],500,200,0,0,406|0,0,,,
6000206,60002060,60002061,60002062,1,0,256,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7021,0,2000255,[6000207],500,200,0,0,407|0,0,,,
6000207,60002070,60002071,60002072,1,0,257,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9017,0,2000256,[6000208],500,200,0,0,422|0,0,,,
6000208,60002080,60002081,60002082,1,0,258,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000257,[6000209],500,200,0,0,419|0,0,,,
6000209,60002090,60002091,60002092,1,0,259,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000258,[6000210],500,200,0,0,412|0,0,,,
6000210,60002100,60002101,60002102,1,0,260,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000005,0,2000259,[6001051],500,200,0,0,,7000005,,,
6000211,60002110,60002111,60002112,1,0,262,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,75,0,0,2000261,[6000212],500,200,0,0,422|0,0,,,
6000212,60002120,60002121,60002122,1,0,263,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,7,0,2000262,[6000213],500,200,0,0,406|7,0,,,
6000213,60002130,60002131,60002132,1,0,264,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,2000263,[6000214],500,200,0,0,406|0,0,,,
6000214,60002140,60002141,60002142,1,0,265,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000264,[6000215],500,200,0,0,412|0,0,,,
6000215,60002150,60002151,60002152,1,0,266,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,5,7000012,0,2000265,[6000216],500,200,0,0,,7000012,,,
6000216,60002160,60002161,60002162,1,0,267,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000266,[6000217],500,200,0,0,419|0,0,,,
6000217,60002170,60002171,60002172,1,0,268,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1024,0,2000267,[6000218],500,200,0,0,406|7,0,,,
6000218,60002180,60002181,60002182,1,0,269,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000268,[6000219],500,200,0,0,410|0,0,,,
6000219,60002190,60002191,60002192,1,0,270,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,5,7000011,0,2000269,[6000220],500,200,0,0,,7000011,,,
6000220,60002200,60002201,60002202,1,0,271,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,2,0,2000270,[6001052],500,200,0,0,407|0,0,,,
6000221,60002210,60002211,60002212,1,0,273,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9081,0,2000272,[6000222],500,200,0,0,422|0,0,,,
6000222,60002220,60002221,60002222,1,0,274,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,2000273,[6000223],500,200,0,0,412|0,0,,,
6000223,60002230,60002231,60002232,1,0,275,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,8,0,2000274,[6000224],500,200,0,0,406|8,0,,,
6000224,60002240,60002241,60002242,1,0,276,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,30,91023,0,2000275,[6000225],500,200,0,0,409|9102,0,,,
6000225,60002250,60002251,60002252,1,0,277,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1027,0,2000276,[6001053],500,200,0,0,406|8,0,,,
6000226,60002260,60002261,60002262,1,0,279,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,10,7023,0,2000278,[6000227],500,200,0,0,407|0,0,,,
6000227,60002270,60002271,60002272,1,0,280,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,400000,0,0,2000279,[6001054],500,200,0,0,422|0,0,,,
6001000,60010000,60010001,60010002,1,0,21,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,27,141,1,100032,9000,2000020,[6000018],200,50,0,0,409|9000,0,,,
6001001,60010010,60010011,60010012,1,0,38,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,10,0,0,2000037,[6000034],250,50,0,0,421|0,0,,,
6001002,60010020,60010021,60010022,1,0,4,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,15,,3,418|0,10,119,10,0,0,2000003,[6000003],100,50,0,0,408|4,0,,,
6001003,60010030,60010031,60010032,1,0,12,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,extra1,,10,418|0,0,119,10,0,0,2000011,[6000010],150,50,0,0,408|4,0,,,
6001004,60010040,60010041,60010042,1,0,41,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,37,418|0,0,144,10,9012,0,2000040,[6000036],300,50,0,0,422|0,0,,,
6001005,60010050,60010051,60010052,1,0,63,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1006,0,2000062,[6000057],400,50,0,0,406|2,0,,,
6001006,60010060,60010061,60010062,1,0,103,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,10,0,0,2000102,[6001007],500,50,0,0,407|0,0,,,
6001007,60010070,60010071,60010072,1,0,104,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1006,0,2000103,[6001008],500,50,0,0,406|2,0,,,
6001008,60010080,60010081,60010082,1,0,105,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000104,[6001009],500,50,0,0,409|0,0,,,
6001009,60010090,60010091,60010092,1,0,106,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,98,418|0,0,158,50000,0,0,2000105,[6000096],500,50,0,0,422|0,0,,,
6001010,60010100,60010101,60010102,1,0,112,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000111,[6001011],500,50,0,0,409|0,0,,,
6001011,60010110,60010111,60010112,1,0,113,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,10,0,0,2000112,[6001012],500,50,0,0,407|0,0,,,
