id,不知道,不知道,不知道
487,"[253, 9737, 10]","[975, 6812, 2213]",1331
488,"[247, 9743, 10]","[975, 6804, 2221]",1334
489,"[241, 9749, 10]","[975, 6796, 2229]",1337
490,"[236, 9754, 10]","[975, 6788, 2237]",1339
491,"[232, 9758, 10]","[975, 6780, 2245]",1342
492,"[227, 9763, 10]","[975, 6772, 2253]",1345
493,"[224, 9766, 10]","[975, 6764, 2261]",1348
494,"[220, 9770, 10]","[975, 6756, 2269]",1351
495,"[218, 9772, 10]","[975, 6748, 2277]",1353
496,"[215, 9775, 10]","[975, 6740, 2285]",1356
497,"[213, 9777, 10]","[975, 6732, 2293]",1359
498,"[212, 9778, 10]","[975, 6724, 2301]",1362
499,"[211, 9779, 10]","[975, 6716, 2309]",1365
500,"[20, 9779, 201]","[975, 6708, 2317]",1367
501,"[20, 9779, 201]","[975, 6700, 2325]",1370
502,"[20, 9779, 201]","[975, 6692, 2333]",1373
503,"[20, 9778, 202]","[975, 6684, 2341]",1376
504,"[20, 9777, 203]","[975, 6676, 2349]",1378
505,"[20, 9775, 205]","[975, 6668, 2357]",1381
506,"[20, 9772, 208]","[975, 6660, 2365]",1384
507,"[20, 9770, 210]","[975, 6652, 2373]",1387
508,"[20, 9766, 214]","[975, 6644, 2381]",1389
509,"[20, 9763, 217]","[975, 6636, 2389]",1392
510,"[20, 9758, 222]","[975, 6628, 2397]",1395
511,"[20, 9754, 226]","[975, 6620, 2405]",1398
512,"[20, 9749, 231]","[975, 6612, 2413]",1400
513,"[20, 9743, 237]","[975, 6604, 2421]",1403
514,"[20, 9737, 243]","[975, 6596, 2429]",1406
515,"[20, 9730, 250]","[975, 6588, 2437]",1409
516,"[20, 9723, 257]","[975, 6580, 2445]",1411
517,"[20, 9716, 264]","[975, 6572, 2453]",1414
518,"[20, 9708, 272]","[975, 6564, 2461]",1417
519,"[20, 9700, 280]","[975, 6556, 2469]",1420
520,"[20, 9691, 289]","[975, 6548, 2477]",1422
521,"[20, 9681, 299]","[975, 6540, 2485]",1425
522,"[20, 9672, 308]","[975, 6532, 2493]",1428
523,"[20, 9662, 318]","[975, 6524, 2501]",1431
524,"[20, 9651, 329]","[975, 6516, 2509]",1433
525,"[20, 9640, 340]","[975, 6508, 2517]",1436
526,"[20, 9628, 352]","[975, 6500, 2525]",1439
527,"[20, 9616, 364]","[975, 6492, 2533]",1441
528,"[20, 9604, 376]","[975, 6484, 2541]",1444
529,"[20, 9591, 389]","[975, 6476, 2549]",1447
530,"[20, 9578, 402]","[975, 6468, 2557]",1450
531,"[20, 9564, 416]","[975, 6460, 2565]",1452
532,"[20, 9550, 430]","[975, 6452, 2573]",1455
533,"[20, 9535, 445]","[975, 6444, 2581]",1458
534,"[20, 9520, 460]","[975, 6436, 2589]",1460
535,"[20, 9504, 476]","[975, 6428, 2597]",1463
536,"[20, 9488, 492]","[975, 6420, 2605]",1466
537,"[20, 9472, 508]","[975, 6412, 2613]",1468
538,"[20, 9455, 525]","[975, 6404, 2621]",1471
539,"[20, 9438, 542]","[975, 6396, 2629]",1474
540,"[20, 9420, 560]","[975, 6388, 2637]",1476
541,"[20, 9402, 578]","[975, 6380, 2645]",1479
542,"[20, 9384, 596]","[975, 6372, 2653]",1482
543,"[20, 9365, 615]","[975, 6364, 2661]",1484
544,"[20, 9346, 634]","[975, 6356, 2669]",1487
545,"[20, 9326, 654]","[975, 6348, 2677]",1490
546,"[20, 9306, 674]","[975, 6340, 2685]",1492
547,"[20, 9285, 695]","[975, 6332, 2693]",1495
548,"[20, 9265, 715]","[975, 6324, 2701]",1498
549,"[20, 9243, 737]","[975, 6316, 2709]",1500
550,"[20, 9222, 758]","[975, 6308, 2717]",1503
551,"[20, 9199, 781]","[975, 6300, 2725]",1506
552,"[20, 9177, 803]","[975, 6292, 2733]",1508
553,"[20, 9154, 826]","[975, 6284, 2741]",1511
554,"[20, 9131, 849]","[975, 6276, 2749]",1514
555,"[20, 9107, 873]","[975, 6268, 2757]",1516
556,"[20, 9083, 897]","[975, 6260, 2765]",1519
557,"[20, 9059, 921]","[975, 6252, 2773]",1521
558,"[20, 9034, 946]","[975, 6244, 2781]",1524
559,"[20, 9009, 971]","[975, 6236, 2789]",1527
560,"[20, 8984, 996]","[975, 6228, 2797]",1529
561,"[20, 8958, 1022]","[975, 6220, 2805]",1532
562,"[20, 8932, 1048]","[975, 6212, 2813]",1535
563,"[20, 8905, 1075]","[975, 6204, 2821]",1537
564,"[20, 8878, 1102]","[975, 6196, 2829]",1540
565,"[20, 8851, 1129]","[975, 6188, 2837]",1542
566,"[20, 8824, 1156]","[975, 6180, 2845]",1545
567,"[20, 8796, 1184]","[975, 6172, 2853]",1548
568,"[20, 8767, 1213]","[975, 6164, 2861]",1550
569,"[20, 8739, 1241]","[975, 6156, 2869]",1553
570,"[20, 8710, 1270]","[975, 6148, 2877]",1555
571,"[20, 8681, 1299]","[975, 6140, 2885]",1558
572,"[20, 8651, 1329]","[975, 6132, 2893]",1561
573,"[20, 8622, 1358]","[975, 6124, 2901]",1563
574,"[20, 8591, 1389]","[975, 6116, 2909]",1566
575,"[20, 8561, 1419]","[975, 6108, 2917]",1568
576,"[20, 8530, 1450]","[975, 6100, 2925]",1571
577,"[20, 8499, 1481]","[975, 6092, 2933]",1573
578,"[20, 8468, 1512]","[975, 6084, 2941]",1576
579,"[20, 8436, 1544]","[975, 6076, 2949]",1579
580,"[20, 8404, 1576]","[975, 6068, 2957]",1581
581,"[20, 8372, 1608]","[975, 6060, 2965]",1584
582,"[20, 8340, 1640]","[975, 6052, 2973]",1586
583,"[20, 8307, 1673]","[975, 6044, 2981]",1589
584,"[20, 8274, 1706]","[975, 6036, 2989]",1591
585,"[20, 8241, 1739]","[975, 6028, 2997]",1594
586,"[20, 8207, 1773]","[975, 6020, 3005]",1596
587,"[20, 8173, 1807]","[975, 6012, 3013]",1599
588,"[20, 8139, 1841]","[975, 6004, 3021]",1602
589,"[20, 8105, 1875]","[975, 5996, 3029]",1604
590,"[20, 8071, 1909]","[975, 5988, 3037]",1607
591,"[20, 8036, 1944]","[975, 5980, 3045]",1609
592,"[20, 8001, 1979]","[975, 5972, 3053]",1612
593,"[20, 7966, 2014]","[975, 5964, 3061]",1614
594,"[20, 7930, 2050]","[975, 5956, 3069]",1617
595,"[20, 7895, 2085]","[975, 5948, 3077]",1619
596,"[20, 7859, 2121]","[975, 5940, 3085]",1622
597,"[20, 7823, 2157]","[975, 5932, 3093]",1624
598,"[20, 7786, 2194]","[975, 5924, 3101]",1627
599,"[20, 7750, 2230]","[975, 5916, 3109]",1629
600,"[20, 7713, 2267]","[975, 5908, 3117]",1632
601,"[20, 7676, 2304]","[975, 5900, 3125]",1634
602,"[20, 7639, 2341]","[975, 5892, 3133]",1637
603,"[20, 7602, 2378]","[975, 5884, 3141]",1639
604,"[20, 7564, 2416]","[975, 5876, 3149]",1642
605,"[20, 7527, 2453]","[975, 5868, 3157]",1644
606,"[20, 7489, 2491]","[975, 5860, 3165]",1647
607,"[20, 7451, 2529]","[975, 5852, 3173]",1649
608,"[20, 7413, 2567]","[975, 5844, 3181]",1652
609,"[20, 7375, 2605]","[975, 5836, 3189]",1654
610,"[20, 7336, 2644]","[975, 5828, 3197]",1657
611,"[20, 7298, 2682]","[975, 5820, 3205]",1659
612,"[20, 7259, 2721]","[975, 5812, 3213]",1662
613,"[20, 7220, 2760]","[975, 5804, 3221]",1664
614,"[20, 7181, 2799]","[975, 5796, 3229]",1667
615,"[20, 7142, 2838]","[975, 5788, 3237]",1669
616,"[20, 7102, 2878]","[975, 5780, 3245]",1672
617,"[20, 7063, 2917]","[975, 5772, 3253]",1674
618,"[20, 7024, 2956]","[975, 5764, 3261]",1677
619,"[20, 6984, 2996]","[975, 5756, 3269]",1679
620,"[20, 6944, 3036]","[975, 5748, 3277]",1682
621,"[20, 6904, 3076]","[975, 5740, 3285]",1684
622,"[20, 6864, 3116]","[975, 5732, 3293]",1686
623,"[20, 6824, 3156]","[975, 5724, 3301]",1689
624,"[20, 6784, 3196]","[975, 5716, 3309]",1691
625,"[20, 6744, 3236]","[975, 5708, 3317]",1694
626,"[20, 6704, 3276]","[975, 5700, 3325]",1696
627,"[20, 6663, 3317]","[975, 5692, 3333]",1699
628,"[20, 6623, 3357]","[975, 5684, 3341]",1701
629,"[20, 6582, 3398]","[975, 5676, 3349]",1704
630,"[20, 6542, 3438]","[975, 5668, 3357]",1706
631,"[20, 6501, 3479]","[975, 5660, 3365]",1708
632,"[20, 6460, 3520]","[975, 5652, 3373]",1711
633,"[20, 6420, 3560]","[975, 5644, 3381]",1713
634,"[20, 6379, 3601]","[975, 5636, 3389]",1716
635,"[20, 6338, 3642]","[975, 5628, 3397]",1718
636,"[20, 6297, 3683]","[975, 5620, 3405]",1721
637,"[20, 6256, 3724]","[975, 5612, 3413]",1723
638,"[20, 6215, 3765]","[975, 5604, 3421]",1725
639,"[20, 6174, 3806]","[975, 5596, 3429]",1728
640,"[20, 6133, 3847]","[975, 5588, 3437]",1730
641,"[20, 6092, 3888]","[975, 5580, 3445]",1733
642,"[20, 6051, 3929]","[975, 5572, 3453]",1735
643,"[20, 6010, 3970]","[975, 5564, 3461]",1737
644,"[20, 5969, 4011]","[975, 5556, 3469]",1740
645,"[20, 5928, 4052]","[975, 5548, 3477]",1742
646,"[20, 5887, 4093]","[975, 5540, 3485]",1745
647,"[20, 5846, 4134]","[975, 5532, 3493]",1747
648,"[20, 5805, 4175]","[975, 5524, 3501]",1749
649,"[20, 5764, 4216]","[975, 5516, 3509]",1752
650,"[20, 5723, 4257]","[975, 5508, 3517]",1754
651,"[20, 5682, 4298]","[975, 5500, 3525]",1756
652,"[20, 5641, 4339]","[975, 5492, 3533]",1759
653,"[20, 5600, 4380]","[975, 5484, 3541]",1761
654,"[20, 5559, 4421]","[975, 5476, 3549]",1764
655,"[20, 5518, 4462]","[975, 5468, 3557]",1766
656,"[20, 5477, 4503]","[975, 5460, 3565]",1768
657,"[20, 5436, 4544]","[975, 5452, 3573]",1771
658,"[20, 5395, 4585]","[975, 5444, 3581]",1773
659,"[20, 5355, 4625]","[975, 5436, 3589]",1775
660,"[20, 5314, 4666]","[975, 5428, 3597]",1778
661,"[20, 5273, 4707]","[975, 5420, 3605]",1780
662,"[20, 5233, 4747]","[975, 5412, 3613]",1782
663,"[20, 5192, 4788]","[975, 5404, 3621]",1785
664,"[20, 5152, 4828]","[975, 5396, 3629]",1787
665,"[20, 5111, 4869]","[975, 5388, 3637]",1789
666,"[20, 5071, 4909]","[975, 5380, 3645]",1792
667,"[20, 5031, 4949]","[975, 5372, 3653]",1794
668,"[20, 4991, 4989]","[975, 5364, 3661]",1796
669,"[20, 4951, 5029]","[975, 5356, 3669]",1799
670,"[20, 4911, 5069]","[975, 5348, 3677]",1801
671,"[20, 4871, 5109]","[975, 5340, 3685]",1803
672,"[20, 4831, 5149]","[975, 5332, 3693]",1806
673,"[20, 4792, 5188]","[975, 5324, 3701]",1808
674,"[20, 4752, 5228]","[975, 5316, 3709]",1810
675,"[20, 4712, 5268]","[975, 5308, 3717]",1813
676,"[20, 4673, 5307]","[975, 5300, 3725]",1815
677,"[20, 4634, 5346]","[975, 5292, 3733]",1817
678,"[20, 4595, 5385]","[975, 5284, 3741]",1820
679,"[20, 4556, 5424]","[975, 5276, 3749]",1822
680,"[20, 4517, 5463]","[975, 5268, 3757]",1824
681,"[20, 4478, 5502]","[975, 5260, 3765]",1826
682,"[20, 4439, 5541]","[975, 5252, 3773]",1829
683,"[20, 4401, 5579]","[975, 5244, 3781]",1831
684,"[20, 4362, 5618]","[975, 5236, 3789]",1833
685,"[20, 4324, 5656]","[975, 5228, 3797]",1836
686,"[20, 4286, 5694]","[975, 5220, 3805]",1838
687,"[20, 4248, 5732]","[975, 5212, 3813]",1840
688,"[20, 4210, 5770]","[975, 5204, 3821]",1842
689,"[20, 4172, 5808]","[975, 5196, 3829]",1845
690,"[20, 4134, 5846]","[975, 5188, 3837]",1847
691,"[20, 4097, 5883]","[975, 5180, 3845]",1849
692,"[20, 4059, 5921]","[975, 5172, 3853]",1851
693,"[20, 4022, 5958]","[975, 5164, 3861]",1854
694,"[20, 3985, 5995]","[975, 5156, 3869]",1856
695,"[20, 3948, 6032]","[975, 5148, 3877]",1858
696,"[20, 3911, 6069]","[975, 5140, 3885]",1860
697,"[20, 3875, 6105]","[975, 5132, 3893]",1863
698,"[20, 3838, 6142]","[975, 5124, 3901]",1865
699,"[20, 3802, 6178]","[975, 5116, 3909]",1867
700,"[20, 3766, 6214]","[975, 5108, 3917]",1869
701,"[20, 3730, 6250]","[975, 5100, 3925]",1872
702,"[20, 3694, 6286]","[975, 5092, 3933]",1874
703,"[20, 3659, 6321]","[975, 5084, 3941]",1876
704,"[20, 3623, 6357]","[975, 5076, 3949]",1878
705,"[20, 3588, 6392]","[975, 5068, 3957]",1881
706,"[20, 3553, 6427]","[975, 5060, 3965]",1883
707,"[20, 3518, 6462]","[975, 5052, 3973]",1885
708,"[20, 3483, 6497]","[975, 5044, 3981]",1887
709,"[20, 3449, 6531]","[975, 5036, 3989]",1890
710,"[20, 3414, 6566]","[975, 5028, 3997]",1892
711,"[20, 3380, 6600]","[975, 5020, 4005]",1894
712,"[20, 3346, 6634]","[975, 5012, 4013]",1896
713,"[20, 3312, 6668]","[975, 5004, 4021]",1898
714,"[20, 3279, 6701]","[975, 4996, 4029]",1901
715,"[20, 3245, 6735]","[975, 4988, 4037]",1903
716,"[20, 3212, 6768]","[975, 4980, 4045]",1905
717,"[20, 3179, 6801]","[975, 4972, 4053]",1907
718,"[20, 3146, 6834]","[975, 4964, 4061]",1909
719,"[20, 3113, 6867]","[975, 4956, 4069]",1912
720,"[20, 3081, 6899]","[975, 4948, 4077]",1914
721,"[20, 3048, 6932]","[975, 4940, 4085]",1916
722,"[20, 3016, 6964]","[975, 4932, 4093]",1918
723,"[20, 2984, 6996]","[975, 4924, 4101]",1920
724,"[20, 2952, 7028]","[975, 4916, 4109]",1922
725,"[20, 2921, 7059]","[975, 4908, 4117]",1925
726,"[20, 2890, 7090]","[975, 4900, 4125]",1927
727,"[20, 2858, 7122]","[975, 4892, 4133]",1929
728,"[20, 2827, 7153]","[975, 4884, 4141]",1931
729,"[20, 2797, 7183]","[975, 4876, 4149]",1933
730,"[20, 2766, 7214]","[975, 4868, 4157]",1936
731,"[20, 2736, 7244]","[975, 4860, 4165]",1938
732,"[20, 2706, 7274]","[975, 4852, 4173]",1940
733,"[20, 2676, 7304]","[975, 4844, 4181]",1942
734,"[20, 2646, 7334]","[975, 4836, 4189]",1944
735,"[20, 2617, 7363]","[975, 4828, 4197]",1946
736,"[20, 2587, 7393]","[975, 4820, 4205]",1948
737,"[20, 2558, 7422]","[975, 4812, 4213]",1951
738,"[20, 2529, 7451]","[975, 4804, 4221]",1953
739,"[20, 2500, 7480]","[975, 4796, 4229]",1955
740,"[20, 2472, 7508]","[975, 4788, 4237]",1957
741,"[20, 2444, 7536]","[975, 4780, 4245]",1959
742,"[20, 2416, 7564]","[975, 4772, 4253]",1961
743,"[20, 2388, 7592]","[975, 4764, 4261]",1963
744,"[20, 2360, 7620]","[975, 4756, 4269]",1965
745,"[20, 2333, 7647]","[975, 4748, 4277]",1968
746,"[20, 2305, 7675]","[975, 4740, 4285]",1970
747,"[20, 2278, 7702]","[975, 4732, 4293]",1972
748,"[20, 2252, 7728]","[975, 4724, 4301]",1974
749,"[20, 2225, 7755]","[975, 4716, 4309]",1976
750,"[20, 2199, 7781]","[975, 4708, 4317]",1978
751,"[20, 2172, 7808]","[975, 4700, 4325]",1980
752,"[20, 2146, 7834]","[975, 4692, 4333]",1982
753,"[20, 2121, 7859]","[975, 4684, 4341]",1984
754,"[20, 2095, 7885]","[975, 4676, 4349]",1987
755,"[20, 2070, 7910]","[975, 4668, 4357]",1989
756,"[20, 2044, 7936]","[975, 4660, 4365]",1991
757,"[20, 2020, 7960]","[975, 4652, 4373]",1993
758,"[20, 1995, 7985]","[975, 4644, 4381]",1995
759,"[20, 1970, 8010]","[975, 4636, 4389]",1997
760,"[20, 1946, 8034]","[975, 4628, 4397]",1999
761,"[20, 1922, 8058]","[975, 4620, 4405]",2001
762,"[20, 1898, 8082]","[975, 4612, 4413]",2003
763,"[20, 1874, 8106]","[975, 4604, 4421]",2005
764,"[20, 1851, 8129]","[975, 4596, 4429]",2007
765,"[20, 1827, 8153]","[975, 4588, 4437]",2009
766,"[20, 1804, 8176]","[975, 4580, 4445]",2012
767,"[20, 1782, 8198]","[975, 4572, 4453]",2014
768,"[20, 1759, 8221]","[975, 4564, 4461]",2016
769,"[20, 1736, 8244]","[975, 4556, 4469]",2018
770,"[20, 1714, 8266]","[975, 4548, 4477]",2020
771,"[20, 1692, 8288]","[975, 4540, 4485]",2022
772,"[20, 1670, 8310]","[975, 4532, 4493]",2024
773,"[20, 1649, 8331]","[975, 4524, 4501]",2026
774,"[20, 1627, 8353]","[975, 4516, 4509]",2028
775,"[20, 1606, 8374]","[975, 4508, 4517]",2030
776,"[20, 1585, 8395]","[975, 4500, 4525]",2032
777,"[20, 1564, 8416]","[975, 4492, 4533]",2034
778,"[20, 1543, 8437]","[975, 4484, 4541]",2036
779,"[20, 1523, 8457]","[975, 4476, 4549]",2038
780,"[20, 1503, 8477]","[975, 4468, 4557]",2040
781,"[20, 1483, 8497]","[975, 4460, 4565]",2042
782,"[20, 1463, 8517]","[975, 4452, 4573]",2044
783,"[20, 1443, 8537]","[975, 4444, 4581]",2046
784,"[20, 1424, 8556]","[975, 4436, 4589]",2048
785,"[20, 1404, 8576]","[975, 4428, 4597]",2050
786,"[20, 1385, 8595]","[975, 4420, 4605]",2052
787,"[20, 1367, 8613]","[975, 4412, 4613]",2054
788,"[20, 1348, 8632]","[975, 4404, 4621]",2056
789,"[20, 1329, 8651]","[975, 4396, 4629]",2058
790,"[20, 1311, 8669]","[975, 4388, 4637]",2060
791,"[20, 1293, 8687]","[975, 4380, 4645]",2062
792,"[20, 1275, 8705]","[975, 4372, 4653]",2064
793,"[20, 1257, 8723]","[975, 4364, 4661]",2066
794,"[20, 1240, 8740]","[975, 4356, 4669]",2068
795,"[20, 1222, 8758]","[975, 4348, 4677]",2070
796,"[20, 1205, 8775]","[975, 4340, 4685]",2072
797,"[20, 1188, 8792]","[975, 4332, 4693]",2074
798,"[20, 1171, 8809]","[975, 4324, 4701]",2076
799,"[20, 1155, 8825]","[975, 4316, 4709]",2078
800,"[20, 1138, 8842]","[975, 4308, 4717]",2080
801,"[20, 1122, 8858]","[975, 4300, 4725]",2082
802,"[20, 1106, 8874]","[975, 4292, 4733]",2084
803,"[20, 1090, 8890]","[975, 4284, 4741]",2086
804,"[20, 1074, 8906]","[975, 4276, 4749]",2088
805,"[20, 1059, 8921]","[975, 4268, 4757]",2090
806,"[20, 1044, 8936]","[975, 4260, 4765]",2092
807,"[20, 1028, 8952]","[975, 4252, 4773]",2094
808,"[20, 1013, 8967]","[975, 4244, 4781]",2096
809,"[20, 998, 8982]","[975, 4236, 4789]",2098
810,"[20, 984, 8996]","[975, 4228, 4797]",2100
811,"[20, 969, 9011]","[975, 4220, 4805]",2102
812,"[20, 955, 9025]","[975, 4212, 4813]",2104
813,"[20, 941, 9039]","[975, 4204, 4821]",2105
814,"[20, 927, 9053]","[975, 4196, 4829]",2107
815,"[20, 913, 9067]","[975, 4188, 4837]",2109
816,"[20, 899, 9081]","[975, 4180, 4845]",2111
817,"[20, 886, 9094]","[975, 4172, 4853]",2113
818,"[20, 872, 9108]","[975, 4164, 4861]",2115
819,"[20, 859, 9121]","[975, 4156, 4869]",2117
820,"[20, 846, 9134]","[975, 4148, 4877]",2119
821,"[20, 833, 9147]","[975, 4140, 4885]",2121
822,"[20, 820, 9160]","[975, 4132, 4893]",2123
823,"[20, 808, 9172]","[975, 4124, 4901]",2125
824,"[20, 795, 9185]","[975, 4116, 4909]",2127
825,"[20, 783, 9197]","[975, 4108, 4917]",2129
826,"[20, 771, 9209]","[975, 4100, 4925]",2130
827,"[20, 759, 9221]","[975, 4092, 4933]",2132
828,"[20, 747, 9233]","[975, 4084, 4941]",2134
829,"[20, 736, 9244]","[975, 4076, 4949]",2136
830,"[20, 724, 9256]","[975, 4068, 4957]",2138
831,"[20, 713, 9267]","[975, 4060, 4965]",2140
832,"[20, 702, 9278]","[975, 4052, 4973]",2142
833,"[20, 690, 9290]","[975, 4044, 4981]",2144
834,"[20, 680, 9300]","[975, 4036, 4989]",2146
835,"[20, 669, 9311]","[975, 4028, 4997]",2147
836,"[20, 658, 9322]","[975, 4020, 5005]",2149
837,"[20, 648, 9332]","[975, 4012, 5013]",2151
838,"[20, 637, 9343]","[975, 4004, 5021]",2153
839,"[20, 627, 9353]","[975, 3996, 5029]",2155
840,"[20, 617, 9363]","[975, 3988, 5037]",2157
841,"[20, 607, 9373]","[975, 3980, 5045]",2159
842,"[20, 597, 9383]","[975, 3972, 5053]",2160
843,"[20, 587, 9393]","[975, 3964, 5061]",2162
844,"[20, 578, 9402]","[975, 3956, 5069]",2164
845,"[20, 568, 9412]","[975, 3948, 5077]",2166
846,"[20, 559, 9421]","[975, 3940, 5085]",2168
847,"[20, 550, 9430]","[975, 3932, 5093]",2170
848,"[20, 541, 9439]","[975, 3924, 5101]",2172
849,"[20, 532, 9448]","[975, 3916, 5109]",2173
850,"[20, 523, 9457]","[975, 3908, 5117]",2175
851,"[20, 514, 9466]","[975, 3900, 5125]",2177
852,"[20, 506, 9474]","[975, 3892, 5133]",2179
853,"[20, 497, 9483]","[975, 3884, 5141]",2181
854,"[20, 489, 9491]","[975, 3876, 5149]",2183
855,"[20, 481, 9499]","[975, 3868, 5157]",2184
856,"[20, 472, 9508]","[975, 3860, 5165]",2186
857,"[20, 464, 9516]","[975, 3852, 5173]",2188
858,"[20, 457, 9523]","[975, 3844, 5181]",2190
859,"[20, 449, 9531]","[975, 3836, 5189]",2192
860,"[20, 441, 9539]","[975, 3828, 5197]",2193
861,"[20, 434, 9546]","[975, 3820, 5205]",2195
862,"[20, 426, 9554]","[975, 3812, 5213]",2197
863,"[20, 419, 9561]","[975, 3804, 5221]",2199
864,"[20, 412, 9568]","[975, 3796, 5229]",2201
865,"[20, 404, 9576]","[975, 3788, 5237]",2202
866,"[20, 397, 9583]","[975, 3780, 5245]",2204
867,"[20, 391, 9589]","[975, 3772, 5253]",2206
868,"[20, 384, 9596]","[975, 3764, 5261]",2208
869,"[20, 377, 9603]","[975, 3756, 5269]",2210
870,"[20, 370, 9610]","[975, 3748, 5277]",2211
871,"[20, 364, 9616]","[975, 3740, 5285]",2213
872,"[20, 357, 9623]","[975, 3732, 5293]",2215
873,"[20, 351, 9629]","[975, 3724, 5301]",2217
874,"[20, 345, 9635]","[975, 3716, 5309]",2219
875,"[20, 339, 9641]","[975, 3708, 5317]",2220
876,"[20, 333, 9647]","[975, 3700, 5325]",2222
877,"[20, 327, 9653]","[975, 3692, 5333]",2224
878,"[20, 321, 9659]","[975, 3684, 5341]",2226
879,"[20, 315, 9665]","[975, 3676, 5349]",2227
880,"[20, 310, 9670]","[975, 3668, 5357]",2229
881,"[20, 304, 9676]","[975, 3660, 5365]",2231
882,"[20, 298, 9682]","[975, 3652, 5373]",2233
883,"[20, 293, 9687]","[975, 3644, 5381]",2234
884,"[20, 288, 9692]","[975, 3636, 5389]",2236
885,"[20, 282, 9698]","[975, 3628, 5397]",2238
886,"[20, 277, 9703]","[975, 3620, 5405]",2240
887,"[20, 272, 9708]","[975, 3612, 5413]",2241
888,"[20, 267, 9713]","[975, 3604, 5421]",2243
889,"[20, 262, 9718]","[975, 3596, 5429]",2245
890,"[20, 257, 9723]","[975, 3588, 5437]",2247
891,"[20, 253, 9727]","[975, 3580, 5445]",2248
892,"[20, 248, 9732]","[975, 3572, 5453]",2250
893,"[20, 243, 9737]","[975, 3564, 5461]",2252
894,"[20, 239, 9741]","[975, 3556, 5469]",2253
895,"[20, 234, 9746]","[975, 3548, 5477]",2255
896,"[20, 230, 9750]","[975, 3540, 5485]",2257
897,"[20, 226, 9754]","[975, 3532, 5493]",2259
898,"[20, 221, 9759]","[975, 3524, 5501]",2260
899,"[20, 217, 9763]","[975, 3516, 5509]",2262
900,"[20, 213, 9767]","[975, 3508, 5517]",2264
901,"[20, 209, 9771]","[975, 3500, 5525]",2265
902,"[20, 205, 9775]","[975, 3492, 5533]",2267
903,"[20, 201, 9779]","[975, 3484, 5541]",2269
904,"[20, 197, 9783]","[975, 3476, 5549]",2270
905,"[20, 193, 9787]","[975, 3468, 5557]",2272
906,"[20, 190, 9790]","[975, 3460, 5565]",2274
907,"[20, 186, 9794]","[975, 3452, 5573]",2276
908,"[20, 182, 9798]","[975, 3444, 5581]",2277
909,"[20, 179, 9801]","[975, 3436, 5589]",2279
910,"[20, 175, 9805]","[975, 3428, 5597]",2281
911,"[20, 172, 9808]","[975, 3420, 5605]",2282
912,"[20, 169, 9811]","[975, 3412, 5613]",2284
913,"[20, 165, 9815]","[975, 3404, 5621]",2286
914,"[20, 162, 9818]","[975, 3396, 5629]",2287
915,"[20, 159, 9821]","[975, 3388, 5637]",2289
916,"[20, 156, 9824]","[975, 3380, 5645]",2291
917,"[20, 153, 9827]","[975, 3372, 5653]",2292
918,"[20, 150, 9830]","[975, 3364, 5661]",2294
919,"[20, 147, 9833]","[975, 3356, 5669]",2296
920,"[20, 144, 9836]","[975, 3348, 5677]",2297
921,"[20, 141, 9839]","[975, 3340, 5685]",2299
922,"[20, 138, 9842]","[975, 3332, 5693]",2300
923,"[20, 135, 9845]","[975, 3324, 5701]",2302
924,"[20, 133, 9847]","[975, 3316, 5709]",2304
925,"[20, 130, 9850]","[975, 3308, 5717]",2305
926,"[20, 127, 9853]","[975, 3300, 5725]",2307
927,"[20, 125, 9855]","[975, 3292, 5733]",2309
928,"[20, 122, 9858]","[975, 3284, 5741]",2310
929,"[20, 120, 9860]","[975, 3276, 5749]",2312
930,"[20, 117, 9863]","[975, 3268, 5757]",2314
931,"[20, 115, 9865]","[975, 3260, 5765]",2315
932,"[20, 113, 9867]","[975, 3252, 5773]",2317
933,"[20, 110, 9870]","[975, 3244, 5781]",2318
934,"[20, 108, 9872]","[975, 3236, 5789]",2320
935,"[20, 106, 9874]","[975, 3228, 5797]",2322
936,"[20, 104, 9876]","[975, 3220, 5805]",2323
937,"[20, 101, 9879]","[975, 3212, 5813]",2325
938,"[20, 99, 9881]","[975, 3204, 5821]",2326
939,"[20, 97, 9883]","[975, 3196, 5829]",2328
940,"[20, 95, 9885]","[975, 3188, 5837]",2330
941,"[20, 93, 9887]","[975, 3180, 5845]",2331
942,"[20, 91, 9889]","[975, 3172, 5853]",2333
943,"[20, 89, 9891]","[975, 3164, 5861]",2334
944,"[20, 88, 9892]","[975, 3156, 5869]",2336
945,"[20, 86, 9894]","[975, 3148, 5877]",2337
946,"[20, 84, 9896]","[975, 3140, 5885]",2339
947,"[20, 82, 9898]","[975, 3132, 5893]",2341
948,"[20, 80, 9900]","[975, 3124, 5901]",2342
949,"[20, 79, 9901]","[975, 3116, 5909]",2344
950,"[20, 77, 9903]","[975, 3108, 5917]",2345
951,"[20, 75, 9905]","[975, 3100, 5925]",2347
952,"[20, 74, 9906]","[975, 3092, 5933]",2348
953,"[20, 72, 9908]","[975, 3084, 5941]",2350
954,"[20, 71, 9909]","[975, 3076, 5949]",2352
955,"[20, 69, 9911]","[975, 3068, 5957]",2353
956,"[20, 68, 9912]","[975, 3060, 5965]",2355
957,"[20, 66, 9914]","[975, 3052, 5973]",2356
958,"[20, 65, 9915]","[975, 3044, 5981]",2358
959,"[20, 63, 9917]","[975, 3036, 5989]",2359
