id,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道
6000119,60001190,60001191,60001192,1,0,124,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,91483,0,1007119,[6000120],700,50,0,0,409|9148,0,,,
6000120,60001200,60001201,60001202,1,0,125,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007120,[6000121],700,50,0,0,419|0,0,,,
6000121,60001210,60001211,60001212,1,0,126,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,138,1,5100000,0,1007121,[6000122],700,50,0,0,440|5100000,0,,,
6000122,60001220,60001221,60001222,1,0,127,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,65,0,0,1007122,[6000123],700,50,0,0,421|0,0,,,
6000123,60001230,60001231,60001232,1,0,128,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,10000,0,0,1007123,[6000124],700,50,0,0,410|0,0,,,
6000124,60001240,60001241,60001242,1,0,129,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,3,7000009,0,1007124,[6000125],700,50,0,0,,7000009,,,
6000125,60001250,60001251,60001252,1,0,130,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7010,0,1007125,[6000126],700,50,0,0,407|0,0,,,
6000126,60001260,60001261,60001262,1,0,131,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,5,0,1007126,[6000127],700,50,0,0,406|5,0,,,
6000127,60001270,60001271,60001272,1,0,132,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,135,70000,0,0,1007127,[6000128],700,50,0,0,422|0,0,,,
6000128,60001280,60001281,60001282,1,0,133,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,1007128,[6000129],700,50,0,0,409|0,0,,,
6000129,60001290,60001291,60001292,1,0,134,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007129,[6000130],750,50,0,0,419|0,0,,,
6000130,60001300,60001301,60001302,1,0,135,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,90403,0,1007130,[6000131],750,50,0,0,409|9040,0,,,
6000131,60001310,60001311,60001312,1,0,136,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,75,0,0,1007131,[6000132],750,50,0,0,421|0,0,,,
6000132,60001320,60001321,60001322,1,0,137,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,90343,0,1007132,[6000133],750,50,0,0,409|9034,0,,,
6000133,60001330,60001331,60001332,1,0,138,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007133,[6000134],750,50,0,0,412|0,0,,,
6000134,60001340,60001341,60001342,1,0,139,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,3,7000010,0,1007134,[6000135],750,50,0,0,,7000010,,,
6000135,60001350,60001351,60001352,1,0,140,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,138,1,5100001,0,1007135,[6000136],750,50,0,0,440|5100001,0,,,
6000136,60001360,60001361,60001362,1,0,141,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9016,0,1007136,[6000137],750,50,0,0,422|0,0,,,
6000137,60001370,60001371,60001372,1,0,142,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,1007137,[6000138],750,50,0,0,410|0,0,,,
6000138,60001380,60001381,60001382,1,0,143,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,7,0,1007138,[6000139],750,50,0,0,406|7,0,,,
6000139,60001390,60001391,60001392,1,0,144,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007139,[6000140],800,50,0,0,419|0,0,,,
6000140,60001400,60001401,60001402,1,0,145,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,3,0,1007140,[6000141],800,50,0,0,407|0,0,,,
6000141,60001410,60001411,60001412,1,0,146,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007141,[6000142],800,50,0,0,412|0,0,,,
6000142,60001420,60001421,60001422,1,0,147,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,20,1008,0,1007142,[6000143],800,50,0,0,406|4,0,,,
6000143,60001430,60001431,60001432,1,0,148,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,85,0,0,1007143,[6000144],800,50,0,0,421|0,0,,,
6000144,60001440,60001441,60001442,1,0,149,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,91193,0,1007144,[6000145],800,50,0,0,409|9119,0,,,
6000145,60001450,60001451,60001452,1,0,150,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000010,0,1007145,[6000146],800,50,0,0,,7000010,,,
6000146,60001460,60001461,60001462,1,0,151,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,15,0,0,1007146,[6000147],800,50,0,0,409|0,0,,,
6000147,60001470,60001471,60001472,1,0,152,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,55,0,0,1007147,[6000148],800,50,0,0,422|0,0,,,
6000148,60001480,60001481,60001482,1,0,153,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7013,0,1007148,[6000149],800,50,0,0,407|0,0,,,
6000149,60001490,60001491,60001492,1,0,154,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007149,[6000150],850,50,0,0,419|0,0,,,
6000150,60001500,60001501,60001502,1,0,155,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,138,1,5100002,0,1007150,[6000151],850,50,0,0,440|5100002,0,,,
6000151,60001510,60001511,60001512,1,0,156,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,20000,0,0,1007151,[6000152],850,50,0,0,410|0,0,,,
6000152,60001520,60001521,60001522,1,0,157,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,4,2,0,1007152,[6000153],850,50,0,0,406|2,0,,,
6000153,60001530,60001531,60001532,1,0,158,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007153,[6000154],850,50,0,0,412|0,0,,,
6000154,60001540,60001541,60001542,1,0,159,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000011,0,1007154,[6000155],850,50,0,0,,7000011,,,
6000155,60001550,60001551,60001552,1,0,160,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,5,0,1007155,[6000156],850,50,0,0,407|0,0,,,
6000156,60001560,60001561,60001562,1,0,161,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,91383,0,1007156,[6000157],850,50,0,0,409|9138,0,,,
6000157,60001570,60001571,60001572,1,0,162,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,138,1,5100003,0,1007157,[6000158],850,50,0,0,440|5100003,0,,,
6000158,60001580,60001581,60001582,1,0,163,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,135,100000,0,0,1007158,[6000159],850,50,0,0,422|0,0,,,
6000159,60001590,60001591,60001592,1,0,164,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,100,0,0,1007159,[6000160],900,50,0,0,421|0,0,,,
6000160,60001600,60001601,60001602,1,0,165,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007160,[6000161],900,50,0,0,419|0,0,,,
6000161,60001610,60001611,60001612,1,0,166,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,10800,2,0,1007161,[6000162],900,50,0,0,406|2,0,,,
6000162,60001620,60001621,60001622,1,0,167,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,1007162,[6000163],900,50,0,0,410|0,0,,,
6000163,60001630,60001631,60001632,1,0,168,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000008,0,1007163,[6000164],900,50,0,0,,7000008,,,
6000164,60001640,60001641,60001642,1,0,169,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,5,90083,0,1007164,[6000165],900,50,0,0,409|9008,0,,,
6000165,60001650,60001651,60001652,1,0,170,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,60,0,0,1007165,[6000166],900,50,0,0,422|0,0,,,
6000166,60001660,60001661,60001662,1,0,171,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007166,[6000167],900,50,0,0,412|0,0,,,
6000167,60001670,60001671,60001672,1,0,172,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7011,0,1007167,[6000168],900,50,0,0,407|0,0,,,
6000168,60001680,60001681,60001682,1,0,173,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007168,[6000169],900,50,0,0,419|0,0,,,
6000169,60001690,60001691,60001692,1,0,174,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,138,1,5100004,0,1007169,[6000170],950,50,0,0,440|5100004,0,,,
6000170,60001700,60001701,60001702,1,0,175,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,8,0,1007170,[6000171],950,50,0,0,406|8,0,,,
6000171,60001710,60001711,60001712,1,0,176,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,110,0,0,1007171,[6000172],950,50,0,0,421|0,0,,,
6000172,60001720,60001721,60001722,1,0,177,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000006,0,1007172,[6000173],950,50,0,0,,7000006,,,
6000173,60001730,60001731,60001732,1,0,178,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,15,90533,0,1007173,[6000174],950,50,0,0,409|9053,0,,,
6000174,60001740,60001741,60001742,1,0,179,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,2,7,0,1007174,[6000175],950,50,0,0,407|0,0,,,
6000175,60001750,60001751,60001752,1,0,180,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007175,[6000176],950,50,0,0,419|0,0,,,
6000176,60001760,60001761,60001762,1,0,181,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,1007176,[6000177],950,50,0,0,410|0,0,,,
6000177,60001770,60001771,60001772,1,0,182,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007177,[6000178],950,50,0,0,412|0,0,,,
6000178,60001780,60001781,60001782,1,0,183,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,135,150000,0,0,1007178,[6000179],950,50,0,0,422|0,0,,,
6000179,60001790,60001791,60001792,1,0,184,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,20,0,0,1007179,[6000180],1000,50,0,0,409|0,0,,,
6000180,60001800,60001801,60001802,1,0,185,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,2,0,1007180,[6000181],1000,50,0,0,406|2,0,,,
6000181,60001810,60001811,60001812,1,0,186,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,15,90093,0,1007181,[6000182],1000,50,0,0,409|9009,0,,,
6000182,60001820,60001821,60001822,1,0,187,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7012,0,1007182,[6000183],1000,50,0,0,407|0,0,,,
6000183,60001830,60001831,60001832,1,0,188,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,68,0,0,1007183,[6000184],1000,50,0,0,422|0,0,,,
6000184,60001840,60001841,60001842,1,0,189,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007184,[6000185],1000,50,0,0,412|0,0,,,
6000185,60001850,60001851,60001852,1,0,190,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1023,0,1007185,[6000186],1000,50,0,0,406|7,0,,,
6000186,60001860,60001861,60001862,1,0,191,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9116,0,1007186,[6000187],1000,50,0,0,422|116,0,,,
6000187,60001870,60001871,60001872,1,0,192,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,1007187,[6000188],1000,50,0,0,406|0,0,,,
6000188,60001880,60001881,60001882,1,0,193,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,20,90733,0,1007188,[6000189],1000,50,0,0,409|9073,0,,,
6000189,60001890,60001891,60001892,1,0,194,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,2,0,1007189,[6000190],1050,50,0,0,406|2,0,,,
6000190,60001900,60001901,60001902,1,0,195,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7008,0,1007190,[6000191],1050,50,0,0,407|0,0,,,
6000191,60001910,60001911,60001912,1,0,196,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000004,0,1007191,[6000192],1050,50,0,0,,7000004,,,
6000192,60001920,60001921,60001922,1,0,197,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,4,1,0,1007192,[6000193],1050,50,0,0,407|0,0,,,
6000193,60001930,60001931,60001932,1,0,198,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,135,200000,0,0,1007193,[6000194],1050,50,0,0,422|0,0,,,
6000194,60001940,60001941,60001942,1,0,199,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,1,0,1007194,[6000195],1050,50,0,0,406|1,0,,,
6000195,60001950,60001951,60001952,1,0,200,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9086,0,1007195,[6000196],1050,50,0,0,422|0,0,,,
6000196,60001960,60001961,60001962,1,0,201,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007196,[6000197],1050,50,0,0,419|0,0,,,
6000197,60001970,60001971,60001972,1,0,202,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7017,0,1007197,[6000198],1050,50,0,0,407|0,0,,,
6000198,60001980,60001981,60001982,1,0,203,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9088,0,1007198,[6000199],1050,50,0,0,422|0,0,,,
6000199,60001990,60001991,60001992,1,0,204,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1026,0,1007199,[6000200],1100,50,0,0,406|8,0,,,
6000200,60002000,60002001,60002002,1,0,205,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,3,0,1007200,[6000201],1100,50,0,0,406|3,0,,,
6000201,60002010,60002011,60002012,1,0,206,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007201,[6000202],1100,50,0,0,412|0,0,,,
6000202,60002020,60002021,60002022,1,0,207,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,1007202,[6000203],1100,50,0,0,406|0,0,,,
6000203,60002030,60002031,60002032,1,0,208,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,30000,0,0,1007203,[6000204],1100,50,0,0,410|0,0,,,
6000204,60002040,60002041,60002042,1,0,209,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,4,5,0,1007204,[6000205],1100,50,0,0,407|0,0,,,
6000205,60002050,60002051,60002052,1,0,210,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,10,0,0,1007205,[6000206],1100,50,0,0,406|0,0,,,
6000206,60002060,60002061,60002062,1,0,211,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7021,0,1007206,[6000207],1100,50,0,0,407|0,0,,,
6000207,60002070,60002071,60002072,1,0,212,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9017,0,1007207,[6000208],1100,50,0,0,422|0,0,,,
6000208,60002080,60002081,60002082,1,0,213,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007208,[6000209],1100,50,0,0,419|0,0,,,
6000209,60002090,60002091,60002092,1,0,214,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007209,[6000210],1150,50,0,0,412|0,0,,,
6000210,60002100,60002101,60002102,1,0,215,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,4,7000005,0,1007210,[6000211],1150,50,0,0,,7000005,,,
6000211,60002110,60002111,60002112,1,0,216,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,109,75,0,0,1007211,[6000212],1150,50,0,0,422|0,0,,,
6000212,60002120,60002121,60002122,1,0,217,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,7,0,1007212,[6000213],1150,50,0,0,406|7,0,,,
6000213,60002130,60002131,60002132,1,0,218,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,142,36000,0,0,1007213,[6000214],1150,50,0,0,406|0,0,,,
6000214,60002140,60002141,60002142,1,0,219,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007214,[6000215],1150,50,0,0,412|0,0,,,
6000215,60002150,60002151,60002152,1,0,220,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,5,7000012,0,1007215,[6000216],1150,50,0,0,,7000012,,,
6000216,60002160,60002161,60002162,1,0,221,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,3,0,0,1007216,[6000217],1150,50,0,0,419|0,0,,,
6000217,60002170,60002171,60002172,1,0,222,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1024,0,1007217,[6000218],1150,50,0,0,406|7,0,,,
6000218,60002180,60002181,60002182,1,0,223,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,1007218,[6000219],1150,50,0,0,410|0,0,,,
6000219,60002190,60002191,60002192,1,0,224,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,137,5,7000011,0,1007219,[6000220],1200,50,0,0,,7000011,,,
6000220,60002200,60002201,60002202,1,0,225,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,113,4,8,0,1007220,[6000221],1200,50,0,0,407|0,0,,,
6000221,60002210,60002211,60002212,1,0,226,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9081,0,1007221,[6000222],1200,50,0,0,422|0,0,,,
6000222,60002220,60002221,60002222,1,0,227,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,143,1,0,0,1007222,[6000223],1200,50,0,0,412|0,0,,,
6000223,60002230,60002231,60002232,1,0,228,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,122,5,8,0,1007223,[6000224],1200,50,0,0,406|8,0,,,
6000224,60002240,60002241,60002242,1,0,229,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,136,30,91023,0,1007224,[6000225],1200,50,0,0,409|9102,0,,,
6000225,60002250,60002251,60002252,1,0,230,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,5,1027,0,1007225,[6000226],1200,50,0,0,406|8,0,,,
6000226,60002260,60002261,60002262,1,0,231,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,10,7023,0,1007226,[6000227],1200,50,0,0,407|0,0,,,
6000227,60002270,60002271,60002272,1,0,232,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,135,400000,0,0,1007227,[],1200,50,0,0,422|0,0,,,
6001000,60010000,60010001,60010002,1,0,21,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,27,141,1,100032,9000,1007017,[6000018],150,50,0,0,409|9000,0,,,
6001001,60010010,60010011,60010012,1,0,38,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,10,0,0,1009999,[6000034],250,50,0,0,421|0,0,,,
6001002,60010020,60010021,60010022,1,0,4,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,15,,3,418|0,10,119,10,0,0,1009998,[6000003],100,50,0,0,408|4,0,,,
6001003,60010030,60010031,60010032,1,0,12,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,extra1,,10,418|0,0,119,10,0,0,1009998,[6000010],100,50,0,0,408|4,0,,,
6002000,60020000,60020001,60020002,2,0,2,7000004,,ZXGMM6,ZXGMM6X,ZXGMM6Z,,0,136,6,90011,0,1008000,[6002001],50,200,11,0,409|9001,0,,,
6002001,60020010,60020011,60020012,2,0,3,7000004,,ZXGMM7,ZXGMM7X,ZXGMM7Z,,0,110,1,2,0,1008001,[6002002],50,200,0,0,406|2,0,,,
6002002,60020020,60020021,60020022,2,0,4,7000004,,ZXGMM8,ZXGMM8X,ZXGMM8Z,,0,112,20,7000,0,1008002,[6002003],50,200,0,0,407|0,0,,,
6002003,60020030,60020031,60020032,2,0,5,7000004,,ZXGMM3,ZXGMM3X,ZXGMM3Z,,0,136,6,90041,0,1008003,[6002004],50,200,0,0,409|9004,0,,,
6002004,60020040,60020041,60020042,2,0,6,7000004,,ZXGMM4,ZXGMM4X,ZXGMM4Z,,0,110,2,1,0,1008004,[6002005],50,200,0,0,406|1,0,,,
6002005,60020050,60020051,60020052,2,0,7,7000004,,ZXGMM5,ZXGMM5X,ZXGMM5Z,,0,112,6,7001,0,1008005,[6002006],50,200,0,0,407|0,0,,,
6002006,60020060,60020061,60020062,2,0,8,7000004,,ZXGMM9,ZXGMM9X,ZXGMM9Z,,0,136,6,90063,0,1008006,[6002007],50,200,0,0,409|9006,0,,,
6002007,60020070,60020071,60020072,2,0,9,7000004,,ZXGMM10,ZXGMM10X,ZXGMM10Z,,0,110,3,1,0,1008007,[6002008],50,200,0,0,406|1,0,,,
6002008,60020080,60020081,60020082,2,0,10,7000004,,ZXGMM11,ZXGMM11X,ZXGMM11Z,,0,112,6,7002,0,1008008,[6002009],50,200,0,0,407|0,0,,,
