id,映射[text_i18n]
904022,900012
904023,900013
904030,90400
904031,90401
904032,900012
904033,900013
904040,90400
904041,90401
904042,900012
904043,900013
904110,90410
904111,90411
904112,900012
904113,900013
904120,90410
904121,90411
904122,900012
904123,900013
904130,90410
904131,90411
904132,900012
904133,900013
904140,90410
904141,90411
904142,900012
904143,900013
904210,90420
904211,90421
904212,900012
904213,900013
904220,90420
904221,90421
904222,900012
904223,900013
904230,90420
904231,90421
904232,900012
904233,900013
904240,90420
904241,90421
904242,900012
904243,900013
904310,90430
904311,90431
904312,900012
904313,900013
904320,90430
904321,90431
904322,900012
904323,900013
904330,90430
904331,90431
904332,900012
904333,900013
904340,90430
904341,90431
904342,900012
904343,900013
904410,90440
904411,90441
904412,900012
904413,900013
904420,90440
904421,90441
904422,900012
904423,900013
904430,90440
904431,90441
904432,900012
904433,900013
904440,90440
904441,90441
904442,900012
904443,900013
904510,90450
904511,90451
904512,900012
904513,900013
904520,90450
904521,90451
904522,900012
904523,900013
904530,90450
904531,90451
904532,900012
904533,900013
904540,90450
904541,90451
904542,900012
904543,900013
904610,90460
904611,90461
904612,900012
904613,900013
904620,90460
904621,90461
904622,900012
904623,900013
904630,90460
904631,90461
904632,900012
904633,900013
904640,90460
904641,90461
904642,900012
904643,900013
904710,90470
904711,90471
904712,900012
904713,900013
904720,90470
904721,90471
904722,900012
904723,900013
904730,90470
904731,90471
904732,900012
904733,900013
904740,90470
904741,90471
904742,900012
904743,900013
904810,90480
904811,90481
904812,900012
904813,900013
904820,90480
904821,90481
904822,900012
904823,900013
904830,90480
904831,90481
904832,900012
904833,900013
904840,90480
904841,90481
904842,900012
904843,900013
904910,90490
904911,90491
904912,900012
904913,900013
904920,90490
904921,90491
904922,900012
904923,900013
904930,90490
904931,90491
904932,900012
904933,900013
904940,90490
904941,90491
904942,900012
904943,900013
905010,90500
905011,90501
905012,900012
905013,900013
905020,90500
905021,90501
905022,900012
905023,900013
905030,90500
905031,90501
905032,900012
905033,900013
905040,90500
905041,90501
905042,900012
905043,900013
905110,90510
905111,90511
905112,900012
905113,900013
905120,90510
905121,90511
905122,900012
905123,900013
905130,90510
905131,90511
905132,900012
905133,900013
905140,90510
905141,90511
905142,900012
905143,900013
905210,90520
905211,90521
905212,900012
905213,900013
905220,90520
905221,90521
905222,900012
905223,900013
905230,90520
905231,90521
905232,900012
905233,900013
905240,90520
905241,90521
905242,900012
905243,900013
905310,90530
905311,90531
905312,900012
905313,900013
905320,90530
905321,90531
905322,900012
905323,900013
905330,90530
905331,90531
905332,900012
905333,900013
905340,90530
905341,90531
905342,900012
905343,900013
905410,90540
905411,90541
905412,900012
905413,900013
905420,90540
905421,90541
905422,900012
905423,900013
905430,90540
905431,90541
905432,900012
905433,900013
905440,90540
905441,90541
905442,900012
905443,900013
905510,90550
905511,90551
905512,900012
905513,900013
905520,90550
905521,90551
905522,900012
905523,900013
905530,90550
905531,90551
905532,900012
905533,900013
905540,90550
905541,90551
905542,900012
905543,900013
905610,90560
905611,90561
905612,900012
905613,900013
905620,90560
905621,90561
905622,900012
905623,900013
905630,90560
905631,90561
905632,900012
905633,900013
905640,90560
905641,90561
905642,900012
905643,900013
905710,90570
905711,90571
905712,900012
905713,900013
905720,90570
905721,90571
905722,900012
905723,900013
905730,90570
905731,90571
905732,900012
905733,900013
905740,90570
905741,90571
905742,900012
905743,900013
905810,90580
905811,90581
905812,900012
905813,900013
905820,90580
905821,90581
905822,900012
905823,900013
905830,90580
905831,90581
905832,900012
905833,900013
905840,90580
905841,90581
905842,900012
905843,900013
905910,90590
905911,90591
905912,900012
905913,900013
905920,90590
905921,90591
905922,900012
905923,900013
905930,90590
905931,90591
905932,900012
905933,900013
905940,90590
905941,90591
905942,900012
905943,900013
906010,90600
906011,90601
906012,900012
906013,900013
906020,90600
906021,90601
906022,900012
906023,900013
906030,90600
906031,90601
906032,900012
906033,900013
906040,90600
906041,90601
906042,900012
906043,900013
906110,90610
906111,90611
906112,900012
906113,900013
906120,90610
906121,90611
906122,900012
906123,900013
906130,90610
906131,90611
906132,900012
906133,900013
906140,90610
906141,90611
906142,900012
906143,900013
906210,90620
906211,90621
906212,900012
906213,900013
906220,90620
906221,90621
906222,900012
906223,900013
906230,90620
906231,90621
906232,900012
906233,900013
906240,90620
906241,90621
906242,900012
906243,900013
906310,90630
906311,90631
906312,900012
906313,900013
906320,90630
906321,90631
906322,900012
906323,900013
906330,90630
906331,90631
906332,900012
906333,900013
906340,90630
906341,90631
906342,900012
906343,900013
906410,90640
906411,90641
906412,900012
906413,900013
906420,90640
906421,90641
906422,900012
906423,900013
906430,90640
906431,90641
906432,900012
906433,900013
906440,90640
906441,90641
906442,900012
906443,900013
906510,4906500
906511,90651
906512,900012
906513,900013
906520,4906500
906521,90651
906522,900012
906523,900013
906530,4906500
906531,90651
906532,900012
906533,900013
906540,4906500
906541,90651
906542,900012
906543,900013
906610,90660
906611,90661
906612,900012
906613,900013
906620,90660
906621,90661
906622,900012
906623,900013
906630,90660
906631,90661
906632,900012
906633,900013
906640,90660
906641,90661
906642,900012
906643,900013
906710,90670
906711,90671
906712,900012
906713,900013
906720,90670
906721,90671
906722,900012
906723,900013
906730,90670
906731,90671
906732,900012
906733,900013
906740,90670
906741,90671
906742,900012
906743,900013
906810,90680
906811,90681
906812,900012
906813,900013
906820,90680
906821,90681
906822,900012
906823,900013
906830,90680
906831,90681
906832,900012
906833,900013
906840,90680
906841,90681
906842,900012
906843,900013
906910,90690
906911,90691
906912,900012
906913,900013
906920,90690
906921,90691
906922,900012
906923,900013
906930,90690
906931,90691
906932,900012
906933,900013
906940,90690
906941,90691
906942,900012
906943,900013
907010,90700
907011,90701
907012,900012
907013,900013
907020,90700
907021,90701
907022,900012
907023,900013
907030,90700
907031,90701
907032,900012
907033,900013
907040,90700
907041,90701
907042,900012
907043,900013
907110,90710
907111,90711
907112,900012
907113,900013
907120,90710
907121,90711
907122,900012
907123,900013
907130,90710
907131,90711
907132,900012
907133,900013
907140,90710
907141,90711
907142,900012
907143,900013
907210,90720
907211,90721
907212,900012
907213,900013
907220,90720
907221,90721
907222,900012
907223,900013
907230,90720
907231,90721
907232,900012
907233,900013
907240,90720
907241,90721
907242,900012
907243,900013
907310,90730
907311,90731
907312,900012
907313,900013
907320,90730
907321,90731
907322,900012
907323,900013
907330,90730
907331,90731
907332,900012
907333,900013
907340,90730
907341,90731
907342,900012
907343,900013
907410,4907400
907411,90741
907412,900012
907413,900013
907420,4907400
907421,90741
907422,900012
907423,900013
907430,4907400
907431,90741
907432,900012
907433,900013
907440,4907400
907441,90741
907442,900012
907443,900013
907510,90750
907511,90751
907512,900012
907513,900013
907520,90750
907521,90751
907522,900012
907523,900013
907530,90750
907531,90751
907532,900012
907533,900013
907540,90750
907541,90751
907542,900012
907543,900013
907610,90760
907611,90761
907612,900012
907613,900013
907620,90760
907621,90761
907622,900012
907623,900013
907630,90760
907631,90761
907632,900012
907633,900013
907640,90760
907641,90761
907642,900012
907643,900013
907710,90770
907711,90771
907712,900012
907713,900013
907720,90770
907721,90771
907722,900012
907723,900013
907730,90770
907731,90771
907732,900012
907733,900013
907740,90770
907741,90771
907742,900012
907743,900013
907810,90780
907811,90781
907812,900012
907813,900013
907820,90780
907821,90781
907822,900012
907823,900013
907830,90780
907831,90781
907832,900012
907833,900013
907840,90780
907841,90781
907842,900012
907843,900013
907910,90790
907911,90791
907912,900012
907913,900013
907920,90790
907921,90791
907922,900012
907923,900013
907930,90790
907931,90791
907932,900012
907933,900013
907940,90790
907941,90791
907942,900012
907943,900013
908010,90800
908011,90801
908012,900012
908013,900013
908020,90800
908021,90801
908022,900012
908023,900013
908030,90800
908031,90801
908032,900012
908033,900013
908040,90800
908041,90801
908042,900012
908043,900013
908110,90810
908111,90811
908112,900012
908113,900013
908120,90810
908121,90811
908122,900012
908123,900013
908130,90810
908131,90811
908132,900012
908133,900013
908140,90810
908141,90811
908142,900012
908143,900013
908210,90820
908211,90821
908212,900012
908213,900013
908220,90820
908221,90821
908222,900012
908223,900013
908230,90820
908231,90821
908232,900012
908233,900013
908240,90820
908241,90821
908242,900012
908243,900013
908310,90830
908311,90831
908312,900012
908313,900013
908320,90830
908321,90831
908322,900012
908323,900013
908330,90830
908331,90831
908332,900012
908333,900013
908340,90830
908341,90831
908342,900012
908343,900013
908410,90840
908411,90841
908412,900012
908413,900013
908420,90840
908421,90841
908422,900012
908423,900013
908430,90840
908431,90841
908432,900012
908433,900013
908440,90840
908441,90841
908442,900012
908443,900013
908510,90850
908511,90851
908512,900012
908513,900013
908520,90850
908521,90851
908522,900012
908523,900013
908530,90850
908531,90851
908532,900012
908533,900013
908540,90850
908541,90851
908542,900012
908543,900013
908610,90860
908611,90861
908612,900012
908613,900013
908620,90860
908621,90861
908622,900012
908623,900013
908630,90860
908631,90861
908632,900012
908633,900013
908640,90860
908641,90861
908642,900012
908643,900013
908710,90870
908711,90871
908712,900012
908713,900013
908720,90870
908721,90871
908722,900012
908723,900013
908730,90870
908731,90871
908732,900012
908733,900013
908740,90870
908741,90871
908742,900012
908743,900013
908810,90880
908811,90881
908812,900012
908813,900013
908820,90880
908821,90881
908822,900012
908823,900013
908830,90880
908831,90881
908832,900012
908833,900013
908840,90880
908841,90881
908842,900012
908843,900013
908910,90890
908911,90891
908912,900012
908913,900013
908920,90890
908921,90891
908922,900012
908923,900013
908930,90890
908931,90891
908932,900012
908933,900013
908940,90890
908941,90891
908942,900012
908943,900013
909010,90900
909011,90901
909012,900012
909013,900013
909020,90900
909021,90901
909022,900012
909023,900013
909030,90900
909031,90901
909032,900012
909033,900013
909040,90900
909041,90901
909042,900012
909043,900013
909110,90910
909111,90911
909112,900012
909113,900013
909120,90910
909121,90911
909122,900012
909123,900013
909130,90910
909131,90911
909132,900012
909133,900013
909140,90910
909141,90911
909142,900012
909143,900013
909210,90920
909211,90921
909212,900012
909213,900013
909220,90920
909221,90921
909222,900012
909223,900013
909230,90920
909231,90921
909232,900012
909233,900013
909240,90920
909241,90921
909242,900012
909243,900013
909310,90930
909311,90931
909312,900012
909313,900013
909320,90930
909321,90931
909322,900012
909323,900013
909330,90930
909331,90931
909332,900012
909333,900013
909340,90930
909341,90931
909342,900012
909343,900013
909410,90940
909411,90941
909412,900012
909413,900013
909420,90940
909421,90941
909422,900012
909423,900013
909430,90940
909431,90941
909432,900012
909433,900013
909440,90940
909441,90941
909442,900012
909443,900013
909510,90950
909511,90951
909512,900012
909513,900013
909520,90950
909521,90951
909522,900012
909523,900013
909530,90950
909531,90951
909532,900012
909533,900013
909540,90950
909541,90951
909542,900012
909543,900013
909610,90960
909611,90961
909612,900012
909613,900013
909620,90960
909621,90961
909622,900012
909623,900013
909630,90960
909631,90961
909632,900012
909633,900013
909640,90960
909641,90961
909642,900012
909643,900013
909710,90970
909711,90971
909712,900012
909713,900013
909720,90970
909721,90971
909722,900012
909723,900013
909730,90970
909731,90971
909732,900012
909733,900013
909740,90970
909741,90971
909742,900012
909743,900013
909810,90980
909811,90981
909812,900012
909813,900013
909820,90980
909821,90981
909822,900012
909823,900013
909830,90980
909831,90981
909832,900012
909833,900013
909840,90980
909841,90981
909842,900012
909843,900013
909910,90990
909911,90991
909912,900012
909913,900013
909920,90990
909921,90991
909922,900012
909923,900013
909930,90990
909931,90991
909932,900012
909933,900013
909940,90990
909941,90991
909942,900012
909943,900013
910010,91000
910011,91001
910012,900012
910013,900013
910020,91000
910021,91001
910022,900012
910023,900013
910030,91000
910031,91001
910032,900012
910033,900013
910040,91000
910041,91001
910042,900012
910043,900013
910110,91010
910111,91011
910112,900012
910113,900013
910120,91010
910121,91011
910122,900012
910123,900013
910130,91010
910131,91011
910132,900012
910133,900013
910140,91010
910141,91011
910142,900012
910143,900013
910210,91020
910211,91021
910212,900012
910213,900013
910220,91020
910221,91021
910222,900012
910223,900013
910230,91020
910231,91021
910232,900012
910233,900013
910240,91020
910241,91021
910242,900012
910243,900013
910310,91030
910311,91031
910312,900012
910313,900013
910320,91030
910321,91031
910322,900012
910323,900013
910330,91030
910331,91031
910332,900012
910333,900013
910340,91030
910341,91031
910342,900012
910343,900013
910410,91040
910411,91041
910412,900012
910413,900013
910420,91040
910421,91041
910422,900012
910423,900013
910430,91040
910431,91041
910432,900012
910433,900013
910440,91040
910441,91041
910442,900012
910443,900013
910510,91050
910511,91051
910512,900012
910513,900013
910520,91050
910521,91051
910522,900012
910523,900013
910530,91050
910531,91051
910532,900012
910533,900013
910540,91050
910541,91051
910542,900012
910543,900013
910610,91060
910611,91061
910612,900012
910613,900013
910620,91060
910621,91061
910622,900012
910623,900013
910630,91060
910631,91061
910632,900012
910633,900013
910640,91060
910641,91061
910642,900012
910643,900013
910710,91070
910711,91071
910712,900012
910713,900013
910720,91070
910721,91071
910722,900012
910723,900013
910730,91070
910731,91071
910732,900012
910733,900013
910740,91070
910741,91071
910742,900012
910743,900013
910810,91080
910811,91081
910812,900012
910813,900013
910820,91080
910821,91081
910822,900012
910823,900013
910830,91080
910831,91081
910832,900012
910833,900013
910840,91080
910841,91081
910842,900012
910843,900013
910910,91090
910911,91091
910912,900012
910913,900013
910920,91090
910921,91091
910922,900012
910923,900013
910930,91090
910931,91091
910932,900012
910933,900013
910940,91090
910941,91091
910942,900012
910943,900013
911010,91100
911011,91101
911012,900012
911013,900013
911020,91100
911021,91101
911022,900012
911023,900013
911030,91100
911031,91101
911032,900012
911033,900013
911040,91100
911041,91101
911042,900012
911043,900013
911110,91110
911111,91111
911112,900012
911113,900013
911120,91110
911121,91111
911122,900012
911123,900013
911130,91110
911131,91111
911132,900012
911133,900013
911140,91110
911141,91111
911142,900012
911143,900013
911210,91120
911211,91121
911212,900012
911213,900013
911220,91120
911221,91121
911222,900012
911223,900013
911230,91120
911231,91121
911232,900012
911233,900013
911240,91120
911241,91121
911242,900012
911243,900013
911310,91130
911311,91131
911312,900012
911313,900013
911320,91130
911321,91131
911322,900012
911323,900013
911330,91130
911331,91131
911332,900012
911333,900013
911340,91130
911341,91131
911342,900012
911343,900013
911410,91140
911411,91141
911412,900012
911413,900013
911420,91140
911421,91141
911422,900012
911423,900013
911430,91140
911431,91141
911432,900012
911433,900013
911440,91140
911441,91141
911442,900012
911443,900013
911510,91150
911511,91151
911512,900012
911513,900013
911520,91150
911521,91151
911522,900012
911523,900013
911530,91150
911531,91151
911532,900012
911533,900013
911540,91150
911541,91151
911542,900012
911543,900013
911610,91160
911611,91161
911612,900012
911613,900013
911620,91160
911621,91161
911622,900012
911623,900013
911630,91160
911631,91161
911632,900012
911633,900013
911640,91160
911641,91161
911642,900012
911643,900013
911710,91170
911711,91171
911712,900012
911713,900013
911720,91170
911721,91171
911722,900012
911723,900013
911730,91170
911731,91171
911732,900012
911733,900013
911740,91170
911741,91171
911742,900012
911743,900013
911810,91180
911811,91181
911812,900012
911813,900013
911820,91180
911821,91181
911822,900012
911823,900013
911830,91180
911831,91181
911832,900012
911833,900013
911840,91180
911841,91181
911842,900012
911843,900013
911910,91190
911911,91191
911912,900012
911913,900013
911920,91190
911921,91191
911922,900012
911923,900013
911930,91190
911931,91191
911932,900012
911933,900013
911940,91190
911941,91191
911942,900012
911943,900013
912010,91200
912011,91201
912012,900012
912013,900013
912020,91200
912021,91201
912022,900012
912023,900013
912030,91200
912031,91201
912032,900012
912033,900013
912040,91200
912041,91201
912042,900012
912043,900013
912110,91210
912111,91211
912112,900012
912113,900013
912120,91210
912121,91211
912122,900012
912123,900013
912130,91210
912131,91211
912132,900012
912133,900013
912140,91210
912141,91211
912142,900012
912143,900013
912210,91220
912211,91221
912212,900012
912213,900013
912220,91220
912221,91221
912222,900012
912223,900013
912230,91220
912231,91221
912232,900012
912233,900013
912240,91220
912241,91221
912242,900012
912243,900013
912310,91230
912311,91231
912312,900012
912313,900013
912320,91230
912321,91231
912322,900012
912323,900013
912330,91230
912331,91231
912332,900012
912333,900013
912340,91230
912341,91231
912342,900012
912343,900013
912410,91240
912411,91241
912412,900012
912413,900013
912420,91240
912421,91241
912422,900012
912423,900013
912430,91240
912431,91241
912432,900012
912433,900013
912440,91240
912441,91241
912442,900012
912443,900013
912510,91250
912511,91251
912512,900012
912513,900013
912520,91250
912521,91251
912522,900012
912523,900013
912530,91250
912531,91251
912532,900012
912533,900013
912540,91250
912541,91251
912542,900012
912543,900013
912610,91260
912611,91261
912612,900012
912613,900013
912620,91260
912621,91261
912622,900012
912623,900013
912630,91260
912631,91261
912632,900012
912633,900013
912640,91260
912641,91261
912642,900012
912643,900013
912710,91270
912711,91271
912712,900012
912713,900013
912720,91270
912721,91271
912722,900012
912723,900013
912730,91270
912731,91271
912732,900012
912733,900013
912740,91270
912741,91271
912742,900012
912743,900013
912810,91280
912811,91281
912812,900012
912813,900013
912820,91280
912821,91281
912822,900012
912823,900013
912830,91280
912831,91281
912832,900012
912833,900013
912840,91280
912841,91281
912842,900012
912843,900013
912910,91290
912911,91291
912912,900012
912913,900013
912920,91290
912921,91291
912922,900012
912923,900013
912930,91290
912931,91291
912932,900012
912933,900013
912940,91290
912941,91291
912942,900012
912943,900013
913010,91300
913011,91301
913012,900012
913013,900013
913020,91300
913021,91301
913022,900012
913023,900013
913030,91300
913031,91301
913032,900012
913033,900013
913040,91300
913041,91301
913042,900012
913043,900013
913110,91310
913111,91311
913112,900012
913113,900013
913120,91310
913121,91311
913122,900012
913123,900013
913130,91310
913131,91311
913132,900012
913133,900013
913140,91310
913141,91311
913142,900012
913143,900013
913210,91320
913211,91321
913212,900012
913213,900013
913220,91320
913221,91321
913222,900012
913223,900013
913230,91320
913231,91321
913232,900012
913233,900013
913240,91320
913241,91321
913242,900012
913243,900013
913310,91330
913311,91331
913312,900012
913313,900013
913320,91330
913321,91331
913322,900012
913323,900013
913330,91330
913331,91331
913332,900012
913333,900013
913340,91330
913341,91331
913342,900012
913343,900013
913410,91340
913411,91341
913412,900012
913413,900013
913420,91340
913421,91341
913422,900012
913423,900013
913430,91340
913431,91341
913432,900012
913433,900013
913440,91340
913441,91341
913442,900012
913443,900013
913510,91350
913511,91351
913512,900012
913513,900013
913520,91350
913521,91351
913522,900012
913523,900013
913530,91350
913531,91351
913532,900012
913533,900013
913540,91350
913541,91351
913542,900012
913543,900013
913610,91360
913611,91361
913612,900012
913613,900013
913620,91360
913621,91361
913622,900012
913623,900013
913630,91360
913631,91361
913632,900012
913633,900013
913640,91360
913641,91361
913642,900012
913643,900013
913710,91370
913711,91371
913712,900012
913713,900013
913720,91370
913721,91371
913722,900012
913723,900013
913730,91370
913731,91371
913732,900012
913733,900013
913740,91370
913741,91371
913742,900012
913743,900013
913810,91380
913811,91381
913812,900012
913813,900013
913820,91380
913821,91381
913822,900012
913823,900013
913830,91380
913831,91381
913832,900012
913833,900013
913840,91380
913841,91381
913842,900012
913843,900013
913910,91390
913911,91391
913912,900012
913913,900013
913920,91390
913921,91391
913922,900012
913923,900013
913930,91390
913931,91391
913932,900012
913933,900013
913940,91390
913941,91391
913942,900012
913943,900013
914010,91400
914011,91401
914012,900012
914013,900013
914020,91400
914021,91401
914022,900012
914023,900013
914030,91400
914031,91401
914032,900012
914033,900013
914040,91400
914041,91401
914042,900012
914043,900013
914110,91410
914111,91411
914112,900012
914113,900013
914120,91410
914121,91411
914122,900012
914123,900013
914130,91410
914131,91411
914132,900012
914133,900013
914140,91410
914141,91411
914142,900012
914143,900013
914210,91420
914211,91421
914212,900012
914213,900013
914220,91420
914221,91421
914222,900012
914223,900013
914230,91420
914231,91421
914232,900012
914233,900013
914240,91420
914241,91421
914242,900012
914243,900013
914310,91430
914311,91431
914312,900012
914313,900013
914320,91430
914321,91431
914322,900012
914323,900013
914330,91430
914331,91431
914332,900012
914333,900013
914340,91430
914341,91431
914342,900012
914343,900013
914410,91440
914411,91441
914412,900012
914413,900013
914420,91440
914421,91441
914422,900012
914423,900013
914430,91440
914431,91441
914432,900012
914433,900013
914440,91440
914441,91441
914442,900012
914443,900013
914510,91450
914511,91451
914512,900012
914513,900013
914520,91450
914521,91451
914522,900012
914523,900013
914530,91450
914531,91451
914532,900012
914533,900013
914540,91450
914541,91451
914542,900012
914543,900013
914610,91460
914611,91461
914612,900012
914613,900013
914620,91460
914621,91461
914622,900012
914623,900013
914630,91460
914631,91461
914632,900012
914633,900013
914640,91460
914641,91461
914642,900012
914643,900013
914710,91470
914711,91471
914712,900012
914713,900013
914720,91470
914721,91471
914722,900012
914723,900013
914730,91470
914731,91471
914732,900012
914733,900013
914740,91470
914741,91471
914742,900012
914743,900013
914810,91480
914811,914811
914812,900012
914813,900013
914820,91480
914821,914811
914822,900012
914823,900013
914830,91480
914831,914811
914832,900012
914833,900013
914840,91480
914841,914811
914842,900012
914843,900013
914910,91490
914911,91491
914912,900012
914913,900013
914920,91490
914921,91491
914922,900012
914923,900013
914930,91490
914931,91491
914932,900012
914933,900013
914940,91490
914941,91491
914942,900012
914943,900013
950010,95000
950011,95001
950012,900012
950013,900013
950020,95000
950021,95001
950022,900012
950023,900013
950030,95000
950031,95001
950032,900012
950033,900013
950040,95000
950041,95001
950042,900012
950043,900013
950110,95010
950111,95011
950112,900012
950113,900013
950120,95010
950121,95011
950122,900012
950123,900013
950130,95010
950131,95011
950132,900012
950133,900013
950140,95010
950141,95011
950142,900012
950143,900013
950210,95020
950211,95021
950212,900012
950213,900013
950220,95020
950221,95021
950222,900012
950223,900013
950230,95020
950231,95021
950232,900012
950233,900013
950240,95020
950241,95021
950242,900012
950243,900013
950310,95030
950311,95031
950312,900012
950313,900013
950320,95030
950321,95031
950322,900012
950323,900013
950330,95030
950331,95031
950332,900012
950333,900013
950340,95030
950341,95031
950342,900012
950343,900013
950410,95040
950411,95041
950412,900012
950413,900013
950420,95040
950421,95041
950422,900012
950423,900013
950430,95040
950431,95041
950432,900012
950433,900013
950440,95040
950441,95041
950442,900012
950443,900013
950510,95050
950511,95051
950512,900012
950513,900013
950520,95050
950521,95051
950522,900012
950523,900013
950530,95050
950531,95051
950532,900012
950533,900013
950540,95050
950541,95051
950542,900012
950543,900013
950610,95060
950611,95061
950612,900012
950613,900013
950620,95060
950621,95061
950622,900012
950623,900013
950630,95060
950631,95061
950632,900012
950633,900013
950640,95060
950641,95061
950642,900012
950643,900013
950710,95070
950711,95071
950712,900012
950713,900013
950720,95070
950721,95071
950722,900012
950723,900013
950730,95070
950731,95071
950732,900012
950733,900013
950740,95070
950741,95071
950742,900012
950743,900013
950810,95080
950811,95081
950812,900012
950813,900013
950820,95080
950821,95081
950822,900012
950823,900013
950830,95080
950831,95081
950832,900012
950833,900013
950840,95080
950841,95081
950842,900012
950843,900013
950910,95090
950911,95091
950912,900012
950913,900013
950920,95090
950921,95091
950922,900012
950923,900013
950930,95090
950931,95091
950932,900012
950933,900013
950940,95090
950941,95091
950942,900012
950943,900013
951010,95100
951011,95101
951012,900012
951013,900013
951020,95100
951021,95101
951022,900012
951023,900013
951030,95100
951031,95101
951032,900012
951033,900013
951040,95100
951041,95101
951042,900012
951043,900013
951110,95110
951111,95111
951112,900012
951113,900013
951120,95110
951121,95111
951122,900012
951123,900013
951130,95110
951131,95111
951132,900012
951133,900013
951140,95110
951141,95111
951142,900012
951143,900013
951210,95120
951211,95121
951212,900012
951213,900013
951220,95120
951221,95121
951222,900012
951223,900013
951230,95120
951231,95121
951232,900012
951233,900013
951240,95120
951241,95121
951242,900012
951243,900013
951310,95130
951311,95131
951312,900012
951313,900013
951320,95130
951321,95131
951322,900012
951323,900013
951330,95130
951331,95131
951332,900012
951333,900013
951340,95130
951341,95131
951342,900012
951343,900013
951410,95140
951411,95141
951412,900012
951413,900013
951420,95140
951421,95141
951422,900012
951423,900013
951430,95140
951431,95141
951432,900012
951433,900013
951440,95140
951441,95141
951442,900012
951443,900013
951510,95150
951511,95151
951512,900012
951513,900013
951520,95150
951521,95151
951522,900012
951523,900013
951530,95150
951531,95151
951532,900012
951533,900013
951540,95150
951541,95151
951542,900012
951543,900013
951610,95160
951611,95161
951612,900012
951613,900013
951620,95160
951621,95161
951622,900012
951623,900013
951630,95160
951631,95161
951632,900012
951633,900013
951640,95160
951641,95161
951642,900012
951643,900013
951710,95170
951711,95171
951712,900012
951713,900013
951720,95170
951721,95171
951722,900012
951723,900013
951730,95170
951731,95171
951732,900012
951733,900013
951740,95170
951741,95171
951742,900012
951743,900013
951810,95180
951811,95181
951812,900012
951813,900013
951820,95180
951821,95181
951822,900012
951823,900013
951830,95180
951831,95181
951832,900012
951833,900013
951840,95180
951841,95181
951842,900012
951843,900013
951910,95190
951911,95191
951912,900012
951913,900013
951920,95190
951921,95191
951922,900012
951923,900013
951930,95190
951931,95191
951932,900012
951933,900013
951940,95190
951941,95191
951942,900012
951943,900013
952010,95200
952011,95201
952012,900012
952013,900013
952020,95200
952021,95201
952022,900012
952023,900013
952030,95200
952031,95201
952032,900012
952033,900013
952040,95200
952041,95201
952042,900012
952043,900013
952110,95210
952111,95211
952112,900012
952113,900013
952120,95210
952121,95211
952122,900012
952123,900013
952130,95210
952131,95211
952132,900012
952133,900013
952140,95210
952141,95211
952142,900012
952143,900013
952210,95220
952211,95221
952212,900012
952213,900013
952220,95220
952221,95221
952222,900012
952223,900013
952230,95220
952231,95221
952232,900012
952233,900013
952240,95220
952241,95221
952242,900012
952243,900013
952310,95230
952311,95231
952312,900012
952313,900013
952320,95230
952321,95231
952322,900012
952323,900013
952330,95230
952331,95231
952332,900012
952333,900013
952340,95230
952341,95231
952342,900012
952343,900013
952410,95240
952411,95241
952412,900012
952413,900013
952420,95240
952421,95241
952422,900012
952423,900013
952430,95240
952431,95241
952432,900012
952433,900013
952440,95240
952441,95241
952442,900012
952443,900013
952510,95250
952511,95251
952512,900012
952513,900013
952520,95250
952521,95251
952522,900012
952523,900013
952530,95250
952531,95251
952532,900012
952533,900013
952540,95250
952541,95251
952542,900012
952543,900013
952610,95260
952611,95261
952612,900012
952613,900013
952620,95260
952621,95261
952622,900012
952623,900013
952630,95260
952631,95261
952632,900012
952633,900013
952640,95260
952641,95261
952642,900012
952643,900013
952710,95270
952711,95271
952712,900012
952713,900013
952720,95270
952721,95271
952722,900012
952723,900013
952730,95270
952731,95271
952732,900012
952733,900013
952740,95270
952741,95271
952742,900012
952743,900013
952810,95280
952811,95281
952812,900012
952813,900013
952820,95280
952821,95281
952822,900012
952823,900013
952830,95280
952831,95281
952832,900012
952833,900013
952840,95280
952841,95281
952842,900012
952843,900013
952910,95290
952911,95291
952912,900012
952913,900013
952920,95290
952921,95291
952922,900012
952923,900013
952930,95290
952931,95291
952932,900012
952933,900013
952940,95290
952941,95291
952942,900012
952943,900013
953010,95300
953011,95301
953012,900012
953013,900013
953020,95300
953021,95301
953022,900012
953023,900013
953030,95300
953031,95301
953032,900012
953033,900013
953040,95300
953041,95301
953042,900012
953043,900013
953110,95310
953111,95311
953112,900012
953113,900013
953120,95310
953121,95311
953122,900012
953123,900013
953130,95310
953131,95311
953132,900012
953133,900013
953140,95310
953141,95311
953142,900012
953143,900013
953210,95320
953211,95321
953212,900012
953213,900013
953220,95320
953221,95321
953222,900012
953223,900013
953230,95320
953231,95321
953232,900012
953233,900013
953240,95320
953241,95321
953242,900012
953243,900013
953310,95330
953311,953311
953312,900012
953313,900013
953320,95330
953321,953311
953322,900012
953323,900013
953330,95330
953331,953311
953332,900012
953333,900013
953340,95330
953341,953311
953342,900012
953343,900013
953410,95340
953411,95341
953412,900012
953413,900013
953420,95340
953421,95341
953422,900012
953423,900013
953430,95340
953431,95341
953432,900012
953433,900013
953440,95340
953441,95341
953442,900012
953443,900013
953510,95350
953511,95351
953512,900012
953513,900013
953520,95350
953521,95351
953522,900012
953523,900013
953530,95350
953531,95351
953532,900012
953533,900013
953540,95350
953541,95351
953542,900012
953543,900013
