id,不知道,不知道,不知道,不知道
1200018,1,"[500, 501]","[1200, 50]",[]
1200019,1,"[500, 501]","[1300, 55]",[]
1200020,1,"[500, 501]","[20, 10]",[]
1200021,1,"[500, 501]","[200, 15]",[]
1200022,1,"[500, 501]","[300, 50]",[]
1200023,1,"[500, 501]","[500, 100]",[]
1200024,1,"[500, 501]","[800, 150]",[]
1200025,1,"[500, 501]","[900, 200]",[]
1200026,1,"[500, 501]","[1000, 250]",[]
1200027,1,"[500, 501]","[1100, 300]",[]
1200028,1,"[500, 501]","[1200, 350]",[]
1200029,1,"[500, 501]","[1300, 400]",[]
1200030,1,"[500, 501]","[20, 10]",[]
1200031,1,"[500, 501]","[200, 15]",[]
1200032,1,"[500, 501]","[300, 50]",[]
1200033,1,"[500, 501]","[500, 100]",[]
1200034,1,"[500, 501]","[800, 150]",[]
1200035,1,"[500, 501]","[900, 200]",[]
1200036,1,"[500, 501]","[1000, 250]",[]
1200037,1,"[500, 501]","[1100, 300]",[]
1200038,1,"[500, 501]","[1200, 350]",[]
1200039,1,"[500, 501]","[1300, 400]",[]
1200040,1,"[500, 501]","[20, 10]",[]
1200041,1,"[500, 501]","[200, 15]",[]
1200042,1,"[500, 501]","[300, 50]",[]
1200043,1,"[500, 501]","[500, 100]",[]
1200044,1,"[500, 501]","[800, 150]",[]
1200045,1,"[500, 501]","[900, 200]",[]
1200046,1,"[500, 501]","[1000, 250]",[]
1200047,1,"[500, 501]","[1100, 300]",[]
1200048,1,"[500, 501]","[1200, 350]",[]
1200049,1,"[500, 501]","[1300, 400]",[]
1200050,1,"[500, 501]","[100, 10]",[]
1200051,1,"[500, 501]","[200, 15]",[]
1200052,1,"[500, 501]","[300, 50]",[]
1200053,1,"[500, 501]","[500, 100]",[]
1200054,1,"[500, 501]","[800, 150]",[]
1200055,1,"[500, 501]","[900, 200]",[]
1200056,1,"[500, 501]","[1000, 250]",[]
1200057,1,"[500, 501]","[1100, 300]",[]
1200058,1,"[500, 501]","[1200, 350]",[]
1200059,1,"[500, 501]","[1300, 400]",[]
1200060,1,"[500, 501]","[100, 10]",[]
1200061,1,"[500, 501]","[200, 15]",[]
